quarter,section,role,exec,speaker,firm,words,lm_pos,lm_neg,lm_unc,lm_weak_modal,hedge_extra,n_numbers,n_fwd,text_head
2025Q3,qa,operator,operator,Operator,,428,1,19,6,2,0,0,2,This concludes today's conference call. Thank you for joining. You may now disconnect. Disclaimer The information herein is based on sources we believe to be re
2025Q4,prepared,operator,operator,Operator,,60,1,0,0,0,0,0,2,"Good afternoon, and thank you for joining Airbnb's Earnings Conference Call for the Fourth Quarter of 2025. As a reminder, this conference call is being recorde"
2025Q4,prepared,ir,other_mgmt,Andrew T. Slabin,,265,2,0,4,1,0,0,4,"Good afternoon, and welcome to Airbnb's fourth quarter of 2025 earnings call. Thank you for joining us today. On the call, we have Airbnb's Co-Founder and CEO, "
2025Q4,prepared,mgmt,ceo,Brian Chesky,,1776,52,10,15,9,0,15,19,"All right. Thank you, Andrew, and good afternoon, everyone. Thanks for joining. I'm going to start with a quick recap of our Q4 results. And then I'm going to s"
2025Q4,prepared,mgmt,cfo,Ellie Mertz,,941,30,4,7,0,1,33,30,"Thanks, Brian, and good afternoon, everyone. As Brian just shared, we're seeing increased momentum in our business. I'll start with Q4 financial results, and th"
2025Q4,qa,operator,operator,Operator,,27,0,1,0,0,0,0,1,Thank you. We will now begin the question-and-answer session. [Operator Instructions] Your first question comes from the line of Richard Clarke from Bernstein. 
2025Q4,qa,analyst,analyst,Richard Clarke,Bernstein,100,3,0,2,1,0,0,1,"Hi. Good afternoon. I guess, AI is the topic du jour, and you gave some helpful remarks about why the AI bots today can't match what Airbnb do. But given the so"
2025Q4,qa,mgmt,ceo,Brian Chesky,,488,8,5,2,1,0,3,10,"Yeah. I mean, look, it's a great question. Let me start by saying this. The vast majority of what is Airbnb is not the app that you see. First of all, we have a"
2025Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of John Colantuoni from Jefferies. Your line is open.
2025Q4,qa,analyst,analyst,John Colantuoni,Jefferies,101,3,2,1,1,1,0,0,"Okay. Great. Thanks for taking my questions. I wanted to ask one on Asia region. Nights growth was still strong at mid-teens, but did moderate from recent quart"
2025Q4,qa,mgmt,cfo,Ellie Mertz,,447,12,2,3,2,0,2,1,"Let me start with the Asia question. So when we look at our performance on APAC from a destination perspective, overall growth has been, I would say, relatively"
2025Q4,qa,mgmt,ceo,Brian Chesky,,233,6,1,3,2,0,1,0,Yeah. I think one of the things that I called out in my opening remarks is that we're seeing a lot of momentum about getting new offerings off the ground and pi
2025Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Lee Horowitz from Deutsche Bank. Your line is open.
2025Q4,qa,analyst,analyst,Lee Horowitz,Deutsche Bank,102,1,4,3,3,0,0,4,"Great. Thanks so much. I guess, can you give us a sense of how Reserve Now, Pay Later, cancellations have been pacing relative to your expectations, perhaps par"
2025Q4,qa,mgmt,cfo,Ellie Mertz,,320,7,8,2,1,0,4,1,"Right. So, first, on the question of Reserve Now, Pay Later and the impact of cancellations, if we just back up for a moment, before we launched Reserve Now, Pa"
2025Q4,qa,mgmt,ceo,Brian Chesky,,190,1,0,0,0,0,0,4,"Yeah. And then on the AI search and how it has impacted sponsored listings, I've been asked quite a few earnings calls about sponsored listings. And one of the "
2025Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Brian Nowak from Morgan Stanley. Your line is open.
2025Q4,qa,analyst,analyst,Brian Nowak,Morgan Stanley,99,2,2,3,3,0,1,0,"Great. Thanks for taking my questions. Brian, maybe to go back to that last question on AI search. Maybe to ask you sort of another bigger picture one. As you s"
2025Q4,qa,mgmt,ceo,Brian Chesky,,572,14,3,2,1,0,4,16,"Yeah. I can answer � actually, I can answer both of them, and I'll start with the second one. I think one of the great things about Airbnb is that we have a ver"
2025Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Doug Anmuth from JPMorgan. Your line is open.
2025Q4,qa,analyst,analyst,Dae Lee,JPMorgan,69,1,1,3,2,0,0,2,"Yeah. This is Dae on for Doug. Thanks for taking my questions. I have two. First one, looking at the 2026 revenue acceleration guide, could you help us think th"
2025Q4,qa,mgmt,cfo,Ellie Mertz,,337,4,0,1,0,0,2,11,"Certainly. So when we think about the growth outlook for 2026, we are certainly taking into account the momentum that we've seen coming off the launches that we"
2025Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Lloyd Walmsley from Mizuho. Your line is open.
2025Q4,qa,analyst,analyst,Lloyd Walmsley,Mizuho,169,1,1,2,1,0,0,0,"Hi. Thank you. Two, if I can. First, just on hotel. When we talk to hotels and connectivity partners, we hear like an enthusiastic response on working with you "
2025Q4,qa,mgmt,ceo,Brian Chesky,,503,10,2,2,2,0,0,2,"Yeah. And it's a great question. Again, I've gone back to Amazon as a pretty good reference point for us. They started with one category books. They became syno"
2025Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Stephen Ju from UBS. Your line is open.
2025Q4,qa,analyst,analyst,Stephen Ju,UBS,99,2,0,3,3,0,1,2,"Great. Thank you. So, Brian, can we revisit the halo effect that you might have seen following the Paris Olympics and how that might have helped you from either"
2025Q4,qa,mgmt,ceo,Brian Chesky,,461,8,5,3,3,0,1,2,"All right. So let's start with the Paris Olympics and how it may � what it might portend for the World Cup. The Paris Olympics was massive for our business, not"
2025Q4,qa,mgmt,cfo,Ellie Mertz,,216,9,1,2,2,0,1,5,"Let me answer the second question about EBITDA. As we look at the construction of the 2026 P&L relative to 2025, obviously, the top of our P&L in terms of cost "
2025Q4,qa,operator,operator,Operator,,18,0,1,0,0,0,0,0,Your next question comes from the line of Justin Post from Bank of America. Your line is open.
2025Q4,qa,analyst,analyst,Justin Post,Bank of America,70,4,0,2,2,0,0,2,"Great. Thank you. Brian, in your prepared remarks, you talked about app improvements and obviously improving supply. Are you seeing any improvement in repeat ra"
2025Q4,qa,mgmt,ceo,Brian Chesky,,242,13,1,1,0,0,1,1,"Yeah. I mean, I can start with one of the things we noticed is the repeat rate of Airbnb is pretty much you can simplify it down to the satisfaction of the gues"
2025Q4,qa,mgmt,cfo,Ellie Mertz,,101,4,0,0,0,0,2,0,"Speaking to US or more broadly North America, certainly at the beginning of 2025, so Q1 and Q2, the growth in that region was quite modest, low-single digits. W"
2025Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Mark Mahaney from Evercore ISI. Your line is open.
2025Q4,qa,analyst,analyst,Mark Mahaney,Evercore ISI,119,0,1,2,1,0,0,3,"Thanks. Two questions, please. When do you think � what's the realistic expectation for when hotels will be big enough to actually start moving the needle in te"
2025Q4,qa,mgmt,cfo,Ellie Mertz,,276,3,0,3,2,0,3,8,"Sure. In terms of hotels, just to size hotels today. So as of Q4, hotels was a single-digit percentage of total nights booked, but growing nearly double that of"
2025Q4,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Jed Kelly from Oppenheimer. Your line is open.
2025Q4,qa,analyst,analyst,Jed Kelly,Oppenheimer,61,1,1,1,1,0,0,0,"Hey, great. Thanks for taking my question. Just, I guess, going back to hotels. And I get how the company was built, unique supply. But can you just talk about "
2025Q4,qa,mgmt,ceo,Brian Chesky,,139,2,0,0,0,0,2,2,"Yeah. I mean, a large percent of the hotels are boutiques and independents. And we want to just start there. We're not saying what we will or will not do in the"
2025Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Kevin Kopelman from TD Cowen. Your line is open.
2025Q4,qa,analyst,analyst,Kevin Kopelman,TD Cowen,43,1,0,1,1,0,0,0,Great. Thanks. I wanted to ask about the new all-in commission structure for PMS-connected hosts. What are some of the benefits you're seeing from that change? 
2025Q4,qa,mgmt,cfo,Ellie Mertz,,317,3,3,4,1,0,1,2,"Yes. So I think you're probably aware of our historical structure. The business was set up with a dual fee structure, where there was a 3% host fee and then a v"
2025Q4,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Ken Gawrelski from Wells Fargo. Your line is open.
2025Q4,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,186,1,1,7,7,0,0,1,"Thank you so much. Two if I may, please. First, on loyalty. Brian, could you talk a little bit about � you on past calls have talked a little bit about a differ"
2025Q4,qa,mgmt,ceo,Brian Chesky,,413,5,3,6,6,0,0,8,"Yeah, sure. Maybe I'll start with the second question, and then go to first. So we're still going to do biannual product release moments, but our methodology is"
2025Q4,qa,mgmt,ceo,Brian Chesky,,100,3,2,1,0,0,0,3,So I think that was the last question. I think now we can go to closing remarks. So we are out of time. I just want to thank everyone for joining us today. I ju
2025Q4,qa,operator,operator,Operator,,428,1,18,6,2,0,0,2,This concludes today's conference call. Thank you for your participation. You may now disconnect. Disclaimer The information herein is based on sources we belie
2026Q1,prepared,operator,operator,Operator,,60,1,0,0,0,0,0,2,"Good afternoon and thank you for joining Airbnb's Earnings Conference Call for the First Quarter of 2026. As a reminder, this conference call is being recorded "
2026Q1,prepared,ir,other_mgmt,Andrew T. Slabin,,264,1,0,4,1,0,0,5,"Good afternoon and welcome to Airbnb's first quarter of 2026 conference call. Thank you for joining us today. On the call, we have Airbnb's Co-Founder and CEO, "
2026Q1,prepared,mgmt,ceo,Brian Chesky,,1276,29,3,17,8,2,19,7,"All right. Thank you, and good afternoon, everyone. Thanks for joining. Airbnb had a strong start to 2026. Last quarter, we talked about the path we've been on "
2026Q1,prepared,mgmt,cfo,Ellie Mertz,,1031,31,8,10,0,1,31,25,"Thanks, Brian, and good afternoon, everyone. I'll start with Q1 financial results, then cover our outlook for Q2 and full year 2026. Q1 was another great quarte"
2026Q1,qa,operator,operator,Operator,,27,0,1,0,0,0,0,1,Thank you. We will now begin the question-and-answer session. [Operator Instructions] Your first question comes from the line of Ron Josey from Citi. Your line 
2026Q1,qa,analyst,analyst,Ron Josey,Citi,94,1,2,1,1,0,1,0,"Great. Thanks for taking the question. I wanted to ask two, please. First, on just the app room nights more booked through the app, the 22% growth and the two-t"
2026Q1,qa,mgmt,ceo,Brian Chesky,,534,2,2,0,0,1,2,3,"Sure. Hey, Ron. Yes. On the app room nights growth, one of the general trends we're seeing is that more and more people are gravitating to using a mobile applic"
2026Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Richard Clark from Bernstein. Your line is open.
2026Q1,qa,analyst,analyst,Richard Clarke,Bernstein,104,0,1,1,0,0,0,0,"Hi, Brian. Hi, Ellie. Thanks for taking my question. Just want to ask a couple on the Delta partnership you set out today. I guess, you talked about expanding t"
2026Q1,qa,mgmt,cfo,Ellie Mertz,,131,5,2,1,0,0,0,1,"So, let me speak a little bit about Delta, and then, Brian, you want to talk about loyalty? We're excited about the Delta partnership that we announced earlier "
2026Q1,qa,mgmt,ceo,Brian Chesky,,182,4,0,2,0,0,0,1,"And with regards to flights and loyalty, they're absolutely both on the table. And with loyalty, what I would say is, I've always believed the best loyalty prog"
2026Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Jed Kelly from Oppenheimer. Your line is open.
2026Q1,qa,analyst,analyst,Jed Kelly,Oppenheimer,42,2,1,0,0,0,0,0,Hey. Great. Thanks for taking our question. Just have noticed an improvement in sort of the hotel product in New York City. Can you give us an update just how r
2026Q1,qa,mgmt,cfo,Ellie Mertz,,440,9,0,4,1,0,1,0,"Yeah. I would say, we're really excited about the work that we've done on hotels. We're obviously actively scaling the number of great, high-quality boutique an"
2026Q1,qa,mgmt,ceo,Brian Chesky,,27,0,0,2,2,0,0,1,Yeah. And maybe the only other thing I would just add is we're going to have some updates to our hotel product and strategy on May 20th.
2026Q1,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Ken Gawrelski from Wells Fargo. Your line is open.
2026Q1,qa,analyst,analyst,Ken Gawrelski,Wells Fargo,120,0,2,6,5,0,0,3,"Thank you. If I could just follow up maybe on the hotel point. Could you talk a little bit about your � what do you expect the customer, the user experience to "
2026Q1,qa,mgmt,ceo,Brian Chesky,,1576,18,19,18,7,0,9,12,"All right. Yeah. Thanks, Ken. On hotels, I think our experience is going to be quite different than other OTAs. I think, Airbnb, first of all, is � we care a lo"
2026Q1,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Nick Jones from BNP Paribas. Your line is open.
2026Q1,qa,analyst,analyst,Nick Jones,BNP Paribas,129,0,1,1,1,0,1,1,"Thanks for taking the questions. I guess, I'd like to touch on World Cup in North America. Can you kind of talk about booking patterns? Do you feel kind of a lo"
2026Q1,qa,mgmt,cfo,Ellie Mertz,,413,9,1,1,0,0,1,2,"Thanks, Nick, for the question. So, we're extremely excited about the World Cup. So far, in terms of what we've seen in cumulative bookings heading into the eve"
2026Q1,qa,operator,operator,Operator,,17,0,1,0,0,0,0,0,Your next question comes from the line of Eric Sheridan from Goldman Sachs. Your line is open.
2026Q1,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,99,1,3,2,2,0,0,0,"Thanks so much for taking the question. I know we talked about the hotels side growing in the business prior in the call, but on the core alternative accommodat"
2026Q1,qa,mgmt,ceo,Brian Chesky,,660,17,5,4,4,0,1,4,"Yeah. Hey, Eric. I think that � I think you can think about our core accommodations business of homes as a few different categories. So, you have essentially ho"
2026Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of John Colantuoni from Jefferies. Your line is open.
2026Q1,qa,analyst,analyst,John Colantuoni,Jefferies,52,2,2,2,2,0,0,0,"Okay. Great. Thanks for taking my question. On the expansion of the Reserve Now, Pay Later offering, maybe you could talk about how consumer adoption and awaren"
2026Q1,qa,mgmt,cfo,Ellie Mertz,,231,4,2,0,0,0,0,0,"Yeah. John, thank you for the question. So, just to give a little bit of color in terms of the expansion and results. If you look at the timeline of last year, "
2026Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Lloyd Walmsley from Mizuho. Your line is open.
2026Q1,qa,analyst,analyst,Lloyd Walmsley,Mizuho,120,0,0,1,0,0,0,0,"Thank you. I've got two on � both on hotel. First, where are you guys in terms of just ironing out the kinks here on the API or otherwise? Ellie, you mentioned "
2026Q1,qa,mgmt,cfo,Ellie Mertz,,159,3,0,0,0,0,0,0,"So, let me just talk a little bit about, like what is left to do. I would say, we have had great success out of the gate in terms of building a product that wor"
2026Q1,qa,mgmt,ceo,Brian Chesky,,337,4,1,5,3,0,0,5,"Yeah. And not to keep plugging May 20th, but I think part of your answer will be answered in two weeks on why they book on Airbnb. But what I would say is, we w"
2026Q1,qa,operator,operator,Operator,,16,0,1,0,0,0,0,0,Your next question comes from the line of Colin Sebastian from Baird. Your line is open.
2026Q1,qa,analyst,analyst,Colin Sebastian,Baird,76,1,0,2,2,0,0,0,"Thanks. Good afternoon. I wanted to follow-up on the comments around the acceleration of first-time bookers, maybe the regions or demographics that are driving "
