period,property,measure,value
2023-12,Total,Guest arrivals,3887400.0
2024-01,Total,Guest arrivals,4363200.0
2024-02,Total,Guest arrivals,4122100.0
2024-03,Total,Guest arrivals,4189600.0
2024-04,Total,Guest arrivals,3135500.0
2024-05,Total,Guest arrivals,2369300.0
2024-06,Total,Guest arrivals,2083100.0
2024-07,Total,Guest arrivals,2350800.0
2024-08,Total,Guest arrivals,2256800.0
2024-09,Total,Guest arrivals,2493700.0
2024-10,Total,Guest arrivals,3047900.0
2024-11,Total,Guest arrivals,3615900.0
2024-12,Total,Guest arrivals,3931000.0
2025-01,Total,Guest arrivals,4506100.0
2025-02,Total,Guest arrivals,4006300.0
2025-03,Total,Guest arrivals,3946400.0
2025-04,Total,Guest arrivals,3431200.0
2025-05,Total,Guest arrivals,2478500.0
2025-06,Total,Guest arrivals,2118900.0
2025-07,Total,Guest arrivals,2375700.0
2025-08,Total,Guest arrivals,2431000.0
2025-09,Total,Guest arrivals,2765400.0
2025-10,Total,Guest arrivals,3084100.0
2025-11,Total,Guest arrivals,3681700.0
2025-12,Total,Guest arrivals,4103500.0
2026-01,Total,Guest arrivals,4573300.0
2026-02,Total,Guest arrivals,4267200.0
2026-03,Total,Guest arrivals,4058100.0
2026-04,Total,Guest arrivals,3450000.0
2026-05,Total,Guest arrivals,2624800.0
2026-06,Total,Guest arrivals,2080400.0
2026-07,Total,Guest arrivals,2573900.0
2020-06,Total,International guest nights,340700.0
2020-07,Total,International guest nights,391300.0
2020-08,Total,International guest nights,229600.0
2020-09,Total,International guest nights,306700.0
2020-10,Total,International guest nights,318400.0
2020-11,Total,International guest nights,307200.0
2020-12,Total,International guest nights,301100.0
2021-01,Total,International guest nights,263300.0
2021-02,Total,International guest nights,188900.0
2021-03,Total,International guest nights,255000.0
2021-04,Total,International guest nights,276300.0
2021-05,Total,International guest nights,355300.0
2021-06,Total,International guest nights,381200.0
2021-07,Total,International guest nights,371500.0
2021-08,Total,International guest nights,175600.0
2021-09,Total,International guest nights,102800.0
2021-10,Total,International guest nights,131300.0
2021-11,Total,International guest nights,110700.0
2021-12,Total,International guest nights,128200.0
2022-01,Total,International guest nights,132500.0
2022-02,Total,International guest nights,118300.0
2022-03,Total,International guest nights,148400.0
2022-04,Total,International guest nights,245200.0
2022-05,Total,International guest nights,381600.0
2022-06,Total,International guest nights,541800.0
2022-07,Total,International guest nights,871700.0
2022-08,Total,International guest nights,881500.0
2022-09,Total,International guest nights,1063500.0
2022-10,Total,International guest nights,1265100.0
2022-11,Total,International guest nights,1868900.0
2022-12,Total,International guest nights,2183100.0
2023-01,Total,International guest nights,2713600.0
2023-02,Total,International guest nights,2551200.0
2023-03,Total,International guest nights,2604800.0
2023-04,Total,International guest nights,2047400.0
2023-05,Total,International guest nights,1358500.0
2023-06,Total,International guest nights,1173400.0
2023-07,Total,International guest nights,1593100.0
2023-08,Total,International guest nights,1532400.0
2023-09,Total,International guest nights,1634900.0
2023-10,Total,International guest nights,1943800.0
2023-11,Total,International guest nights,2628700.0
2023-12,Total,International guest nights,2926800.0
2024-01,Total,International guest nights,3255600.0
2024-02,Total,International guest nights,3379100.0
2024-03,Total,International guest nights,3146800.0
2024-04,Total,International guest nights,2113700.0
2024-05,Total,International guest nights,1425100.0
2024-06,Total,International guest nights,1149300.0
2024-07,Total,International guest nights,1513600.0
2024-08,Total,International guest nights,1418800.0
2024-09,Total,International guest nights,1544800.0
2024-10,Total,International guest nights,1943600.0
2024-11,Total,International guest nights,2686100.0
2024-12,Total,International guest nights,3159800.0
2025-01,Total,International guest nights,3551600.0
2025-02,Total,International guest nights,3265900.0
2025-03,Total,International guest nights,3076400.0
2025-04,Total,International guest nights,2391800.0
2025-05,Total,International guest nights,1464600.0
2025-06,Total,International guest nights,1212100.0
2025-07,Total,International guest nights,1592800.0
2025-08,Total,International guest nights,1536900.0
2025-09,Total,International guest nights,1738900.0
2025-10,Total,International guest nights,2175000.0
2025-11,Total,International guest nights,2940100.0
2025-12,Total,International guest nights,3400200.0
2026-01,Total,International guest nights,3788900.0
2026-02,Total,International guest nights,3576700.0
2026-03,Total,International guest nights,3339600.0
2026-04,Total,International guest nights,2530900.0
2026-05,Total,International guest nights,1746500.0
2026-06,Total,International guest nights,1332200.0
2026-07,Total,International guest nights,1740900.0
2020-06,Total,Number of active establishments,4974.0
2020-07,Total,Number of active establishments,5032.0
2020-08,Total,Number of active establishments,5042.0
2020-09,Total,Number of active establishments,5136.0
2020-10,Total,Number of active establishments,5210.0
2020-11,Total,Number of active establishments,5212.0
2020-12,Total,Number of active establishments,5248.0
2021-01,Total,Number of active establishments,5254.0
2021-02,Total,Number of active establishments,5198.0
2021-03,Total,Number of active establishments,5182.0
2021-04,Total,Number of active establishments,5146.0
2021-05,Total,Number of active establishments,5052.0
2021-06,Total,Number of active establishments,5036.0
2021-07,Total,Number of active establishments,5002.0
2021-08,Total,Number of active establishments,4934.0
2021-09,Total,Number of active establishments,4848.0
2021-10,Total,Number of active establishments,4928.0
2021-11,Total,Number of active establishments,4944.0
2021-12,Total,Number of active establishments,5048.0
2022-01,Total,Number of active establishments,5050.0
2022-02,Total,Number of active establishments,5058.0
2022-03,Total,Number of active establishments,5034.0
2022-04,Total,Number of active establishments,5042.0
2022-05,Total,Number of active establishments,5008.0
2022-06,Total,Number of active establishments,4988.0
2022-07,Total,Number of active establishments,4982.0
2022-08,Total,Number of active establishments,4988.0
2022-09,Total,Number of active establishments,5072.0
2022-10,Total,Number of active establishments,5168.0
2022-11,Total,Number of active establishments,5204.0
2022-12,Total,Number of active establishments,5254.0
2023-01,Total,Number of active establishments,5276.0
2023-02,Total,Number of active establishments,5274.0
2023-03,Total,Number of active establishments,5212.0
2023-04,Total,Number of active establishments,5232.0
2023-05,Total,Number of active establishments,5132.0
2023-06,Total,Number of active establishments,5072.0
2023-07,Total,Number of active establishments,5080.0
2023-08,Total,Number of active establishments,5090.0
2023-09,Total,Number of active establishments,5148.0
2023-10,Total,Number of active establishments,5266.0
2023-11,Total,Number of active establishments,5296.0
2023-12,Total,Number of active establishments,5316.0
2024-01,Total,Number of active establishments,5316.0
2024-02,Total,Number of active establishments,5322.0
2024-03,Total,Number of active establishments,5324.0
2024-04,Total,Number of active establishments,5316.0
2024-05,Total,Number of active establishments,5184.0
2024-06,Total,Number of active establishments,5134.0
2024-07,Total,Number of active establishments,5140.0
2024-08,Total,Number of active establishments,5178.0
2024-09,Total,Number of active establishments,5270.0
2024-10,Total,Number of active establishments,5378.0
2024-11,Total,Number of active establishments,5414.0
2024-12,Total,Number of active establishments,5432.0
2025-01,Total,Number of active establishments,5440.0
2025-02,Total,Number of active establishments,5438.0
2025-03,Total,Number of active establishments,5444.0
2025-04,Total,Number of active establishments,5456.0
2025-05,Total,Number of active establishments,5386.0
2025-06,Total,Number of active establishments,5326.0
2025-07,Total,Number of active establishments,5300.0
2025-08,Total,Number of active establishments,5348.0
2025-09,Total,Number of active establishments,5406.0
2025-10,Total,Number of active establishments,5492.0
2025-11,Total,Number of active establishments,5510.0
2025-12,Total,Number of active establishments,5558.0
2026-01,Total,Number of active establishments,5558.0
2026-02,Total,Number of active establishments,5550.0
2026-03,Total,Number of active establishments,5546.0
2026-04,Total,Number of active establishments,5540.0
2026-05,Total,Number of active establishments,5450.0
2026-06,Total,Number of active establishments,5358.0
2026-07,Total,Number of active establishments,5344.0
2020-06,Total,Stay unit nights occupied,1686700.0
2020-07,Total,Stay unit nights occupied,2351700.0
2020-08,Total,Stay unit nights occupied,1747400.0
2020-09,Total,Stay unit nights occupied,2196400.0
2020-10,Total,Stay unit nights occupied,2690700.0
2020-11,Total,Stay unit nights occupied,2419800.0
2020-12,Total,Stay unit nights occupied,2743600.0
2021-01,Total,Stay unit nights occupied,3363300.0
2021-02,Total,Stay unit nights occupied,2462900.0
2021-03,Total,Stay unit nights occupied,2540200.0
2021-04,Total,Stay unit nights occupied,2873200.0
2021-05,Total,Stay unit nights occupied,2410900.0
2021-06,Total,Stay unit nights occupied,2314200.0
2021-07,Total,Stay unit nights occupied,2662300.0
2021-08,Total,Stay unit nights occupied,1504500.0
2021-09,Total,Stay unit nights occupied,1105500.0
2021-10,Total,Stay unit nights occupied,1681400.0
2021-11,Total,Stay unit nights occupied,1554700.0
2021-12,Total,Stay unit nights occupied,2079000.0
2022-01,Total,Stay unit nights occupied,2975800.0
2022-02,Total,Stay unit nights occupied,1931400.0
2022-03,Total,Stay unit nights occupied,1910500.0
2022-04,Total,Stay unit nights occupied,2426800.0
2022-05,Total,Stay unit nights occupied,2265800.0
2022-06,Total,Stay unit nights occupied,2403500.0
2022-07,Total,Stay unit nights occupied,2741200.0
2022-08,Total,Stay unit nights occupied,2710200.0
2022-09,Total,Stay unit nights occupied,2884800.0
2022-10,Total,Stay unit nights occupied,3375100.0
2022-11,Total,Stay unit nights occupied,3612800.0
2022-12,Total,Stay unit nights occupied,3732500.0
2023-01,Total,Stay unit nights occupied,4463200.0
2023-02,Total,Stay unit nights occupied,3939000.0
2023-03,Total,Stay unit nights occupied,4323700.0
2023-04,Total,Stay unit nights occupied,3588300.0
2023-05,Total,Stay unit nights occupied,2976000.0
2023-06,Total,Stay unit nights occupied,2723000.0
2023-07,Total,Stay unit nights occupied,3068800.0
2023-08,Total,Stay unit nights occupied,3032600.0
2023-09,Total,Stay unit nights occupied,3087700.0
2023-10,Total,Stay unit nights occupied,3418100.0
2023-11,Total,Stay unit nights occupied,3882200.0
2023-12,Total,Stay unit nights occupied,4006700.0
2024-01,Total,Stay unit nights occupied,4681700.0
2024-02,Total,Stay unit nights occupied,4453100.0
2024-03,Total,Stay unit nights occupied,4489100.0
2024-04,Total,Stay unit nights occupied,3409800.0
2024-05,Total,Stay unit nights occupied,2895600.0
2024-06,Total,Stay unit nights occupied,2558700.0
2024-07,Total,Stay unit nights occupied,2816300.0
2024-08,Total,Stay unit nights occupied,2776300.0
2024-09,Total,Stay unit nights occupied,2962800.0
2024-10,Total,Stay unit nights occupied,3414300.0
2024-11,Total,Stay unit nights occupied,3989600.0
2024-12,Total,Stay unit nights occupied,4118500.0
2025-01,Total,Stay unit nights occupied,4781100.0
2025-02,Total,Stay unit nights occupied,4342400.0
2025-03,Total,Stay unit nights occupied,4350100.0
2025-04,Total,Stay unit nights occupied,3617900.0
2025-05,Total,Stay unit nights occupied,2917100.0
2025-06,Total,Stay unit nights occupied,2545100.0
2025-07,Total,Stay unit nights occupied,2860900.0
2025-08,Total,Stay unit nights occupied,2933000.0
2025-09,Total,Stay unit nights occupied,3169400.0
2025-10,Total,Stay unit nights occupied,3515100.0
2025-11,Total,Stay unit nights occupied,4118200.0
2025-12,Total,Stay unit nights occupied,4260400.0
2026-01,Total,Stay unit nights occupied,4980900.0
2026-02,Total,Stay unit nights occupied,4592100.0
2026-03,Total,Stay unit nights occupied,4537400.0
2026-04,Total,Stay unit nights occupied,3671400.0
2026-05,Total,Stay unit nights occupied,3108100.0
2026-06,Total,Stay unit nights occupied,2577300.0
2026-07,Total,Stay unit nights occupied,3078900.0
2020-06,Total,Total guest nights,2814400.0
2020-07,Total,Total guest nights,4531200.0
2020-08,Total,Total guest nights,2996100.0
2020-09,Total,Total guest nights,3989500.0
2020-10,Total,Total guest nights,5110000.0
2020-11,Total,Total guest nights,4155300.0
2020-12,Total,Total guest nights,5673300.0
2021-01,Total,Total guest nights,7790800.0
2021-02,Total,Total guest nights,4606500.0
2021-03,Total,Total guest nights,4447400.0
2021-04,Total,Total guest nights,5763600.0
2021-05,Total,Total guest nights,4049800.0
2021-06,Total,Total guest nights,3939100.0
2021-07,Total,Total guest nights,4995000.0
2021-08,Total,Total guest nights,2480800.0
2021-09,Total,Total guest nights,1833500.0
2021-10,Total,Total guest nights,3158000.0
2021-11,Total,Total guest nights,2608800.0
2021-12,Total,Total guest nights,4346300.0
2022-01,Total,Total guest nights,6981000.0
2022-02,Total,Total guest nights,3593800.0
2022-03,Total,Total guest nights,3338900.0
2022-04,Total,Total guest nights,4927800.0
2022-05,Total,Total guest nights,3735800.0
2022-06,Total,Total guest nights,4144800.0
2022-07,Total,Total guest nights,5054400.0
2022-08,Total,Total guest nights,4621400.0
2022-09,Total,Total guest nights,4943600.0
2022-10,Total,Total guest nights,6099600.0
2022-11,Total,Total guest nights,6172000.0
2022-12,Total,Total guest nights,7636400.0
2023-01,Total,Total guest nights,9622700.0
