symbol,report_date,time,name,fiscal_quarter_ending
KEP,2023-06-01,time-not-supplied,Korea Electric Power Corporation,2023-03-31
LE,2023-06-01,time-not-supplied,"Lands' End, Inc.",2023-04-30
LFCR,2023-06-01,time-not-supplied,"Lifecore Biomedical, Inc.",2023-02-28
LULU,2023-06-01,time-not-supplied,lululemon athletica inc.,2023-04-30
LVRO,2023-06-01,time-not-supplied,Lavoro Limited,2023-03-31
M,2023-06-01,time-not-supplied,Macy's Inc,2023-04-30
MDB,2023-06-01,time-not-supplied,"MongoDB, Inc.",2023-04-30
NRSN,2023-06-01,time-not-supplied,NeuroSense Therapeutics Ltd.,2023-03-31
NX,2023-06-01,time-not-supplied,Quanex Building Products Corporation,2023-04-30
PD,2023-06-01,time-not-supplied,"PagerDuty, Inc.",2023-04-30
QSG,2023-06-01,time-not-supplied,QuantaSing Group Limited,2023-03-31
S,2023-06-01,time-not-supplied,"SentinelOne, Inc.",2023-04-30
SPTN,2023-06-01,time-not-supplied,SpartanNash Company,2023-03-31
TLYS,2023-06-01,time-not-supplied,"Tilly's, Inc.",2023-04-30
ZS,2023-06-01,time-not-supplied,"Zscaler, Inc.",2023-04-30
ZUMZ,2023-06-01,time-not-supplied,Zumiez Inc.,2023-04-30
GLBS,2023-06-02,time-not-supplied,Globus Maritime Limited,2023-03-31
HURC,2023-06-02,time-not-supplied,"Hurco Companies, Inc.",2023-04-30
WDH,2023-06-02,time-not-supplied,Waterdrop Inc.,2023-03-31
YJ,2023-06-02,time-not-supplied,Yunji Inc.,2023-03-31
CXM,2023-06-05,time-not-supplied,"Sprinklr, Inc.",2023-04-30
GTLB,2023-06-05,time-not-supplied,GitLab Inc.,2023-04-30
HQY,2023-06-05,time-not-supplied,"HealthEquity, Inc.",2023-04-30
IDT,2023-06-05,time-not-supplied,IDT Corporation,2023-04-30
KEN,2023-06-05,time-not-supplied,Kenon Holdings Ltd.,2023-03-31
PRE,2023-06-05,time-not-supplied,Prenetics Global Limited,2023-03-31
SAIC,2023-06-05,time-not-supplied,Science Applications International Corporation,2023-04-30
ABM,2023-06-06,time-not-supplied,ABM Industries Incorporated,2023-04-30
ARBK,2023-06-06,time-not-supplied,Argo Blockchain plc,2023-03-31
ASO,2023-06-06,time-not-supplied,"Academy Sports and Outdoors, Inc.",2023-04-30
BASE,2023-06-06,time-not-supplied,"Couchbase, Inc.",2023-04-30
CASY,2023-06-06,time-not-supplied,"Caseys General Stores, Inc.",2023-04-30
CBRL,2023-06-06,time-not-supplied,"Cracker Barrel Old Country Store, Inc.",2023-04-30
CIEN,2023-06-06,time-not-supplied,Ciena Corporation,2023-04-30
CNM,2023-06-06,time-not-supplied,"Core & Main, Inc.",2023-04-30
CVGW,2023-06-06,time-not-supplied,"Calavo Growers, Inc.",2023-04-30
FERG,2023-06-06,time-not-supplied,Ferguson Enterprises Inc.,2023-04-30
GIII,2023-06-06,time-not-supplied,"G-III Apparel Group, LTD.",2023-04-30
GNS,2023-06-06,time-not-supplied,Genius Group Limited,2022-12-31
KRKR,2023-06-06,time-not-supplied,36Kr Holdings Inc.,2023-03-31
LMNR,2023-06-06,time-not-supplied,Limoneira Co,2023-04-30
MGRM,2023-06-06,time-not-supplied,Monogram Technologies Inc.,2023-03-31
MOMO,2023-06-06,time-not-supplied,Hello Group Inc. ,2023-03-31
OCCI,2023-06-06,time-not-supplied,"OFS Credit Company, Inc.",2023-04-30
OESX,2023-06-06,time-not-supplied,"Orion Energy Systems, Inc.",2023-03-31
PLAY,2023-06-06,time-not-supplied,"Dave & Buster's Entertainment, Inc.",2023-04-30
QMCO,2023-06-06,time-not-supplied,Quantum Corporation,2023-03-31
RNW,2023-06-06,time-not-supplied,ReNew Energy Global plc,2023-03-31
SBEV,2023-06-06,time-not-supplied,"Splash Beverage Group, Inc.",2023-03-31
SFIX,2023-06-06,time-not-supplied,"Stitch Fix, Inc.",2023-04-30
SJM,2023-06-06,time-not-supplied,The J.M. Smucker Company ,2023-04-30
SKIL,2023-06-06,time-not-supplied,Skillsoft Corp.,2023-04-30
SNT,2023-06-06,time-not-supplied,Senstar Technologies Corporation,2023-03-31
THO,2023-06-06,time-not-supplied,"Thor Industries, Inc.",2023-04-30
VLGEA,2023-06-06,time-not-supplied,"Village Super Market, Inc.",2023-04-30
YEXT,2023-06-06,time-not-supplied,"Yext, Inc.",2023-04-30
CPB,2023-06-07,time-not-supplied,The Campbell's Company,2023-04-30
CURV,2023-06-07,time-not-supplied,Torrid Holdings Inc.,2023-04-30
GEF,2023-06-07,time-not-supplied,"Greif, Inc.",2023-04-30
GME,2023-06-07,time-not-supplied,GameStop Corporation,2023-04-30
JILL,2023-06-07,time-not-supplied,"J. Jill, Inc.",2023-04-30
LAKE,2023-06-07,time-not-supplied,"Lakeland Industries, Inc.",2023-04-30
LOVE,2023-06-07,time-not-supplied,The Lovesac Company,2023-04-30
OLLI,2023-06-07,time-not-supplied,"Ollie's Bargain Outlet Holdings, Inc.",2023-04-30
OXM,2023-06-07,time-not-supplied,"Oxford Industries, Inc.",2023-04-30
RENT,2023-06-07,time-not-supplied,"Rent the Runway, Inc.",2023-04-30
SMTC,2023-06-07,time-not-supplied,Semtech Corporation,2023-04-30
TCOM,2023-06-07,time-not-supplied,Trip.com Group Limited,2023-03-31
TUYA,2023-06-07,time-not-supplied,Tuya Inc.,2023-03-31
UNFI,2023-06-07,time-not-supplied,"United Natural Foods, Inc.",2023-04-30
VBNK,2023-06-07,time-not-supplied,VersaBank,2023-04-30
VRA,2023-06-07,time-not-supplied,"Vera Bradley, Inc.",2023-04-30
VRNT,2023-06-07,time-not-supplied,Verint Systems Inc.,2023-04-30
AGX,2023-06-08,time-not-supplied,"Argan, Inc.",2023-04-30
ALOT,2023-06-08,time-not-supplied,"AstroNova, Inc.",2023-04-30
AVO,2023-06-08,time-not-supplied,"Mission Produce, Inc.",2023-04-30
BBCP,2023-06-08,time-not-supplied,"Concrete Pumping Holdings, Inc. ",2023-04-30
BRZE,2023-06-08,time-not-supplied,"Braze, Inc.",2023-04-30
CANG,2023-06-08,time-not-supplied,Cango Inc.,2023-03-31
CMTL,2023-06-08,time-not-supplied,Comtech Telecommunications Corp.,2023-04-30
DBI,2023-06-08,time-not-supplied,Designer Brands Inc.,2023-04-30
DOCU,2023-06-08,time-not-supplied,"DocuSign, Inc.",2023-04-30
FCEL,2023-06-08,time-not-supplied,"FuelCell Energy, Inc.",2023-04-30
GHM,2023-06-08,time-not-supplied,Graham Corporation,2023-03-31
HOFT,2023-06-08,time-not-supplied,Hooker Furnishings Corporation,2023-04-30
JFIN,2023-06-08,time-not-supplied,Jiayin Group Inc.,2023-03-31
LVTX,2023-06-08,time-not-supplied,LAVA Therapeutics N.V.,2023-03-31
MTN,2023-06-08,time-not-supplied,"Vail Resorts, Inc.",2023-04-30
NATH,2023-06-08,time-not-supplied,"Nathan's Famous, Inc.",2023-03-31
ODC,2023-06-08,time-not-supplied,Oil-Dri Corporation Of America,2023-04-30
PL,2023-06-08,time-not-supplied,Planet Labs PBC,2023-04-30
REVG,2023-06-08,time-not-supplied,"REV Group, Inc.",2023-04-30
SIG,2023-06-08,time-not-supplied,Signet Jewelers Limited,2023-04-30
TRNR,2023-06-08,time-not-supplied,Interactive Strength Inc.,2023-03-31
TTC,2023-06-08,time-not-supplied,Toro Company (The),2023-04-30
UEC,2023-06-08,time-not-supplied,Uranium Energy Corp.,2023-04-30
VNCE,2023-06-08,time-not-supplied,Vince Holding Corp.,2023-04-30
VVOS,2023-06-08,time-not-supplied,"Vivos Therapeutics, Inc.",2023-03-31
GROW,2023-06-09,time-not-supplied,"U.S. Global Investors, Inc.",2022-12-31
NIO,2023-06-09,time-not-supplied,NIO Inc.,2023-03-31
NTRB,2023-06-09,time-not-supplied,Nutriband Inc.,2023-04-30
TOUR,2023-06-09,time-not-supplied,Tuniu Corporation,2023-03-31
YRD,2023-06-09,time-not-supplied,Yiren Digital Ltd.,2023-03-31
BTBT,2023-06-12,time-not-supplied,"Bit Digital, Inc.",2023-03-31
ECX,2023-06-12,time-not-supplied,ECARX Holdings Inc.,2023-03-31
OCC,2023-06-12,time-not-supplied,Optical Cable Corporation,2023-04-30
ORCL,2023-06-12,time-not-supplied,Oracle Corporation,2023-05-31
QD,2023-06-12,time-not-supplied,Qudian Inc.,2023-03-31
RDHL,2023-06-12,time-not-supplied,Redhill Biopharma Ltd.,2023-03-31
SGML,2023-06-12,time-not-supplied,Sigma Lithium Corporation,2022-12-31
VIRC,2023-06-12,time-not-supplied,Virco Manufacturing Corporation,2023-04-30
VSA,2023-06-12,time-not-supplied,TCTM Kids IT Education Inc.,2023-03-31
ZDGE,2023-06-12,time-not-supplied,"Zedge, Inc.",2023-04-30
BUR,2023-06-13,time-not-supplied,Burford Capital Limited,2023-03-31
MAMA,2023-06-13,time-not-supplied,"Mama's Creations, Inc.",2023-04-30
MIND,2023-06-13,time-not-supplied,"MIND Technology, Inc.",2023-04-30
MPAA,2023-06-13,time-not-supplied,"Motorcar Parts of America, Inc.",2023-03-31
MSB,2023-06-13,time-not-supplied,Mesabi Trust,2023-04-30
OP,2023-06-13,time-not-supplied,OceanPal Inc.,2023-03-31
RFL,2023-06-13,time-not-supplied,"Rafael Holdings, Inc.",2023-04-30
SENEA,2023-06-13,time-not-supplied,Seneca Foods Corp.,2023-03-31
SENEB,2023-06-13,time-not-supplied,Seneca Foods Corp.,2023-03-31
ACB,2023-06-14,time-not-supplied,Aurora Cannabis Inc.,2023-03-31
ANIX,2023-06-14,time-not-supplied,"Anixa Biosciences, Inc.",2023-04-30
ATEX,2023-06-14,time-not-supplied,Anterix Inc.,2023-03-31
BCTX,2023-06-14,time-not-supplied,BriaCell Therapeutics Corp.,2023-04-30
CODA,2023-06-14,time-not-supplied,"Coda Octopus Group, Inc.",2023-04-30
GMGI,2023-06-14,time-not-supplied,"Golden Matrix Group, Inc.",2023-04-30
HITI,2023-06-14,time-not-supplied,High Tide Inc.,2023-04-30
IHT,2023-06-14,time-not-supplied,InnSuites Hospitality Trust,2023-04-30
LEN,2023-06-14,time-not-supplied,Lennar Corporation,2023-05-31
POWW,2023-06-14,time-not-supplied,Outdoor Holding Company,2023-03-31
PPIH,2023-06-14,time-not-supplied,"Perma-Pipe International Holdings, Inc.",2023-04-30
RFIL,2023-06-14,time-not-supplied,"RF Industries, Ltd.",2023-04-30
YQ,2023-06-14,time-not-supplied,17 Education & Technology Group Inc.,2023-03-31
ZBAI,2023-06-14,time-not-supplied,ATIF Holdings Limited,2023-04-30
ADBE,2023-06-15,time-not-supplied,Adobe Inc.,2023-05-31
CGNT,2023-06-15,time-not-supplied,Cognyte Software Ltd.,2023-04-30
JBL,2023-06-15,time-not-supplied,Jabil Inc.,2023-05-31
JG,2023-06-15,time-not-supplied,Aurora Mobile Limited,2023-03-31
JVA,2023-06-15,time-not-supplied,"Coffee Holding Co., Inc.",2023-04-30
KR,2023-06-15,time-not-supplied,Kroger Company (The),2023-04-30
LCFY,2023-06-15,time-not-supplied,Locafy Limited,2023-03-31
TPCS,2023-06-15,time-not-supplied,TechPrecision Corporation,2023-03-31
WLY,2023-06-15,time-not-supplied,"John Wiley & Sons, Inc.",2023-04-30
WLYB,2023-06-15,time-not-supplied,"John Wiley & Sons, Inc.",2023-04-30
YI,2023-06-15,time-not-supplied,"111, Inc.",2023-03-31
ENLV,2023-06-16,time-not-supplied,Enlivex Therapeutics Ltd.,2023-03-31
LGL,2023-06-16,time-not-supplied,"LGL Group, Inc. (The)",2023-03-31
NAAS,2023-06-16,time-not-supplied,Naas Technology Inc.,2023-03-31
EBF,2023-06-19,time-not-supplied,"Ennis, Inc.",2023-05-31
BCAL,2023-06-20,time-not-supplied,California BanCorp,2023-03-31
DLNG,2023-06-20,time-not-supplied,Dynagas LNG Partners LP,2023-03-31
EM,2023-06-20,time-not-supplied,Smart Share Global Limited,2023-03-31
FDX,2023-06-20,time-not-supplied,FedEx Corporation,2023-05-31
LZB,2023-06-20,time-not-supplied,La-Z-Boy Incorporated,2023-04-30
ASTL,2023-06-21,time-not-supplied,Algoma Steel Group Inc.,2023-03-31
CREG,2023-06-21,time-not-supplied,Smart Powerr Corp.,2023-03-31
EPAC,2023-06-21,time-not-supplied,Enerpac Tool Group Corp.,2023-05-31
IH,2023-06-21,time-not-supplied,iHuman Inc.,2023-03-31
KBH,2023-06-21,time-not-supplied,KB Home,2023-05-31
PSHG,2023-06-21,time-not-supplied,Performance Shipping Inc.,2023-03-31
SCS,2023-06-21,time-not-supplied,Steelcase Inc.,2023-05-31
SNOA,2023-06-21,time-not-supplied,"Sonoma Pharmaceuticals, Inc.",2023-03-31
WGO,2023-06-21,time-not-supplied,"Winnebago Industries, Inc.",2023-05-31
ACN,2023-06-22,time-not-supplied,Accenture plc,2023-05-31
CGC,2023-06-22,time-not-supplied,Canopy Growth Corporation,2023-03-31
CMC,2023-06-22,time-not-supplied,Commercial Metals Company,2023-05-31
CRWS,2023-06-22,time-not-supplied,"Crown Crafts, Inc.",2023-03-31
CWD,2023-06-22,time-not-supplied,CaliberCos Inc.,2023-03-31
DRI,2023-06-22,time-not-supplied,"Darden Restaurants, Inc.",2023-05-31
FDS,2023-06-22,time-not-supplied,FactSet Research Systems Inc.,2023-05-31
GROW,2023-06-22,time-not-supplied,"U.S. Global Investors, Inc.",2023-03-31
MEI,2023-06-22,time-not-supplied,"Methode Electronics, Inc.",2023-04-30
SWBI,2023-06-22,time-not-supplied,"Smith & Wesson Brands, Inc.",2023-04-30
XAIR,2023-06-22,time-not-supplied,"Beyond Air, Inc.",2023-03-31
APOG,2023-06-23,time-not-supplied,"Apogee Enterprises, Inc.",2023-05-31
AU,2023-06-23,time-not-supplied,AngloGold Ashanti PLC,2023-03-31
GRCE,2023-06-23,time-not-supplied,"Grace Therapeutics, Inc.",2023-03-31
KMX,2023-06-23,time-not-supplied,CarMax Inc,2023-05-31
SJ,2023-06-23,time-not-supplied,Scienjoy Holding Corporation,2023-03-31
CCL,2023-06-26,time-not-supplied,Carnival Corporation,2023-05-31
CUK,2023-06-26,time-not-supplied,Carnival Corporation,2023-05-31
GDEV,2023-06-26,time-not-supplied,GDEV Inc.,2022-12-31
MXC,2023-06-26,time-not-supplied,Mexco Energy Corporation,2023-03-31
AIRT,2023-06-27,time-not-supplied,"Air T, Inc.",2023-03-31
AVAV,2023-06-27,time-not-supplied,"AeroVironment, Inc.",2023-04-30
CYBN,2023-06-27,time-not-supplied,Cybin Inc.,2023-03-31
JEF,2023-06-27,time-not-supplied,Jefferies Financial Group Inc.,2023-05-31
JRSH,2023-06-27,time-not-supplied,"Jerash Holdings (US), Inc.",2023-03-31
KFY,2023-06-27,time-not-supplied,Korn Ferry ,2023-04-30
LVO,2023-06-27,time-not-supplied,"LiveOne, Inc.",2023-03-31
MANU,2023-06-27,time-not-supplied,Manchester United Ltd.,2023-03-31
NG,2023-06-27,time-not-supplied,Novagold Resources Inc.,2023-05-31
OMCC,2023-06-27,time-not-supplied,Old Market Capital Corporation,2023-03-31
SNX,2023-06-27,time-not-supplied,TD SYNNEX Corporation,2023-05-31
AEMD,2023-06-28,time-not-supplied,"Aethlon Medical, Inc.",2023-03-31
AOUT,2023-06-28,time-not-supplied,"American Outdoor Brands, Inc.",2023-04-30
BB,2023-06-28,time-not-supplied,BlackBerry Limited,2023-05-31
CNXC,2023-06-28,time-not-supplied,Concentrix Corporation,2023-05-31
CULP,2023-06-28,time-not-supplied,"Culp, Inc.",2023-04-30
FC,2023-06-28,time-not-supplied,Franklin Covey Company,2023-05-31
FIZZ,2023-06-28,time-not-supplied,National Beverage Corp.,2023-04-30
FUL,2023-06-28,time-not-supplied,H. B. Fuller Company,2023-05-31
GIS,2023-06-28,time-not-supplied,"General Mills, Inc.",2023-05-31
KEQU,2023-06-28,time-not-supplied,Kewaunee Scientific Corporation,2023-04-30
MU,2023-06-28,time-not-supplied,"Micron Technology, Inc.",2023-05-31
ROIV,2023-06-28,time-not-supplied,Roivant Sciences Ltd.,2023-03-31
UNF,2023-06-28,time-not-supplied,Unifirst Corporation,2023-05-31
WOR,2023-06-28,time-not-supplied,"Worthington Enterprises, Inc.",2023-05-31
ATXG,2023-06-29,time-not-supplied,Addentax Group Corp.,2023-03-31
AYI,2023-06-29,time-not-supplied,Acuity Inc.,2023-05-31
BSET,2023-06-29,time-not-supplied,"Bassett Furniture Industries, Incorporated",2023-05-31
CARV,2023-06-29,time-not-supplied,"Carver Bancorp, Inc.",2023-03-31
CNVS,2023-06-29,time-not-supplied,Cineverse Corp.,2023-03-31
ELLO,2023-06-29,time-not-supplied,Ellomay Capital Ltd.,2023-03-31
FRD,2023-06-29,time-not-supplied,Friedman Industries Inc.,2023-03-31
GBX,2023-06-29,time-not-supplied,"Greenbrier Companies, Inc. (The)",2023-05-31
HIVE,2023-06-29,time-not-supplied,HIVE Digital Technologies Ltd,2023-03-31
LNN,2023-06-29,time-not-supplied,Lindsay Corporation,2023-05-31
MKC,2023-06-29,time-not-supplied,"McCormick & Company, Incorporated",2023-05-31
MSM,2023-06-29,time-not-supplied,"MSC Industrial Direct Company, Inc.",2023-05-31
NKE,2023-06-29,time-not-supplied,"Nike, Inc.",2023-05-31
NNDM,2023-06-29,time-not-supplied,Nano Dimension Ltd.,2023-03-31
PAYX,2023-06-29,time-not-supplied,"Paychex, Inc.",2023-05-31
PENG,2023-06-29,time-not-supplied,"Penguin Solutions, Inc.",2023-05-31
PRGS,2023-06-29,time-not-supplied,Progress Software Corporation,2023-05-31
SMPL,2023-06-29,time-not-supplied,The Simply Good Foods Company,2023-05-31
VEON,2023-06-29,time-not-supplied,VEON Ltd.,2023-03-31
ZTEK,2023-06-29,time-not-supplied,Zentek Ltd.,2023-03-31
AAME,2023-06-30,time-not-supplied,Atlantic American Corporation,2023-03-31
AFB,2023-06-30,time-not-supplied,Alliance National Municipal Income Fund Inc,2023-04-30
STZ,2023-06-30,time-not-supplied,Constellation Brands Inc,2023-05-31
UONE,2023-06-30,time-not-supplied,"Urban One, Inc. ",2022-12-31
UONEK,2023-06-30,time-not-supplied,"Urban One, Inc. ",2022-12-31
ACON,2023-07-03,time-not-supplied,"Aclarion, Inc.",2023-03-31
SST,2023-07-03,time-not-supplied,"System1, Inc.",2023-03-31
KRUS,2023-07-06,time-not-supplied,"Kura Sushi USA, Inc.",2023-05-31
LEVI,2023-07-06,time-not-supplied,Levi Strauss & Co.,2023-05-31
PKE,2023-07-06,time-not-supplied,Park Aerospace Corp.,2023-05-31
SLP,2023-07-06,time-not-supplied,"Simulations Plus, Inc.",2023-05-31
AZZ,2023-07-07,time-not-supplied,AZZ Inc.,2023-05-31
IGC,2023-07-07,time-not-supplied,"IGC Pharma, Inc.",2023-03-31
KALV,2023-07-07,time-not-supplied,"KalVista Pharmaceuticals, Inc.",2023-04-30
LEDS,2023-07-07,time-not-supplied,SemiLEDS Corporation,2023-05-31
CAMP,2023-07-10,time-not-supplied,CAMP4 Therapeutics Corporation,2023-05-31
HELE,2023-07-10,time-not-supplied,Helen of Troy Limited,2023-05-31
PSMT,2023-07-10,time-not-supplied,"PriceSmart, Inc.",2023-05-31
SAR,2023-07-10,time-not-supplied,Saratoga Investment Corp,2023-05-31
WDFC,2023-07-10,time-not-supplied,WD-40 Company,2023-05-31
AMX,2023-07-11,time-not-supplied,"America Movil, S.A.B. de C.V.",2023-06-30
ARTW,2023-07-11,time-not-supplied,"Art's-Way Manufacturing Co., Inc.",2023-05-31
BYRN,2023-07-11,time-not-supplied,"Byrna Technologies, Inc.",2023-05-31
AIHS,2023-07-12,time-not-supplied,Senmiao Technology Limited,2023-03-31
ANGO,2023-07-12,time-not-supplied,"AngioDynamics, Inc.",2023-05-31
DAKT,2023-07-12,time-not-supplied,"Daktronics, Inc.",2023-04-30
LOOP,2023-07-12,time-not-supplied,"Loop Industries, Inc.",2023-05-31
MLKN,2023-07-12,time-not-supplied,"MillerKnoll, Inc.",2023-05-31
OPTT,2023-07-12,time-not-supplied,"Ocean Power Technologies, Inc.",2023-04-30
PCYO,2023-07-12,time-not-supplied,Pure Cycle Corporation,2023-05-31
THTX,2023-07-12,time-not-supplied,Theratechnologies Inc.,2023-05-31
AEHR,2023-07-13,time-not-supplied,Aehr Test Systems,2023-05-31
CAG,2023-07-13,time-not-supplied,"ConAgra Brands, Inc.",2023-05-31
CTAS,2023-07-13,time-not-supplied,Cintas Corporation,2023-05-31
DAL,2023-07-13,time-not-supplied,"Delta Air Lines, Inc.",2023-06-30
EDUC,2023-07-13,time-not-supplied,Educational Development Corporation,2023-05-31
FAST,2023-07-13,time-not-supplied,Fastenal Company,2023-06-30
FEIM,2023-07-13,time-not-supplied,"Frequency Electronics, Inc.",2023-04-30
FNGR,2023-07-13,time-not-supplied,"FingerMotion, Inc.",2023-05-31
GLDG,2023-07-13,time-not-supplied,GoldMining Inc.,2023-05-31
HIHO,2023-07-13,time-not-supplied,Highway Holdings Limited,2023-03-31
JCTC,2023-07-13,time-not-supplied,Jewett-Cameron Trading Company,2023-05-31
NRIX,2023-07-13,time-not-supplied,"Nurix Therapeutics, Inc.",2023-05-31
NTIC,2023-07-13,time-not-supplied,Northern Technologies International Corporation,2023-05-31
OGI,2023-07-13,time-not-supplied,Organigram Global Inc.,2023-05-31
PEP,2023-07-13,time-not-supplied,"Pepsico, Inc.",2023-06-30
PGR,2023-07-13,time-not-supplied,Progressive Corporation (The),2023-06-30
PLG,2023-07-13,time-not-supplied,Platinum Group Metals Ltd.,2023-05-31
RMCF,2023-07-13,time-not-supplied,"Rocky Mountain Chocolate Factory, Inc.",2023-05-31
SOTK,2023-07-13,time-not-supplied,Sono-Tek Corporation,2023-05-31
UROY,2023-07-13,time-not-supplied,Uranium Royalty Corp.,2023-04-30
VIST,2023-07-13,time-not-supplied,Vista Energy S.A.B. de C.V.,2023-06-30
VIVS,2023-07-13,time-not-supplied,"VivoSim Labs, Inc.",2023-03-31
VMAR,2023-07-13,time-not-supplied,Vision Marine Technologies Inc.,2023-05-31
WIT,2023-07-13,time-not-supplied,Wipro Limited,2023-06-30
BLK,2023-07-14,time-not-supplied,"BlackRock, Inc.",2023-06-30
C,2023-07-14,time-not-supplied,Citigroup Inc.,2023-06-30
CCEL,2023-07-14,time-not-supplied,"Cryo-Cell International, Inc.",2023-05-31
ERIC,2023-07-14,time-not-supplied,Ericsson,2023-06-30
GP,2023-07-14,time-not-supplied,GreenPower Motor Company Inc.,2023-03-31
HIFS,2023-07-14,time-not-supplied,Hingham Institution for Savings,2023-06-30
JPM,2023-07-14,time-not-supplied,J P Morgan Chase & Co,2023-06-30
LEXX,2023-07-14,time-not-supplied,Lexaria Bioscience Corp.,2023-05-31
RIME,2023-07-14,time-not-supplied,"Algorhythm Holdings, Inc.",2023-03-31
STT,2023-07-14,time-not-supplied,State Street Corporation,2023-06-30
TMQ,2023-07-14,time-not-supplied,Trilogy Metals Inc.,2023-05-31
TRX,2023-07-14,time-not-supplied,TRX Gold Corporation,2023-05-31
UNH,2023-07-14,time-not-supplied,UnitedHealth Group Incorporated,2023-06-30
UNTY,2023-07-14,time-not-supplied,"Unity Bancorp, Inc.",2023-06-30
UUU,2023-07-14,time-not-supplied,"Universal Safety Products, Inc.",2023-03-31
WAFD,2023-07-14,time-not-supplied,"WaFd, Inc.",2023-06-30
WFC,2023-07-14,time-not-supplied,Wells Fargo & Company,2023-06-30
XCUR,2023-07-14,time-not-supplied,"Exicure, Inc.",2023-03-31
ELS,2023-07-17,time-not-supplied,"Equity Lifestyle Properties, Inc.",2023-06-30
FBK,2023-07-17,time-not-supplied,FB Financial Corporation,2023-06-30
GNTY,2023-07-17,time-not-supplied,"Guaranty Bancshares, Inc.",2023-06-30
HBCP,2023-07-17,time-not-supplied,"Home Bancorp, Inc.",2023-06-30
HDB,2023-07-17,time-not-supplied,HDFC Bank Limited,2023-06-30
VABK,2023-07-17,time-not-supplied,Virginia National Bankshares Corporation,2023-06-30
AIR,2023-07-18,time-not-supplied,AAR Corp.,2023-05-31
ASRV,2023-07-18,time-not-supplied,AmeriServ Financial Inc.,2023-06-30
BAC,2023-07-18,time-not-supplied,Bank of America Corporation,2023-06-30
BFC,2023-07-18,time-not-supplied,Bank First Corporation,2023-06-30
BK,2023-07-18,time-not-supplied,The Bank Of New York Mellon Corporation ,2023-06-30
