method,object,spec_id,target,window,horizon_q,weighting,n,first_quarter,last_quarter,mae,rmse,bias,crps,pinball_mean,cov80,cov90,pit_mean,ratio_seasonal_naive,n_match_seasonal_naive,ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,ratio_trailing4,n_match_trailing4,ratio_pct_rev_last4,n_match_pct_rev_last4,ratio_guide_implied,n_match_guide_implied,ratio_q_guide_implied,n_match_q_guide_implied,ratio_street,n_match_street,beats_seasonal_naive,survives_both_windows,mae_full_sample,hindsight_gap_mae,hindsight_share,n_params,n_obs,param_obs_ratio,conformal_cov_empirical,replays_present,survives_both_windows_eq_and_rw
alt-augmented,lines_aug,none_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.8737652119753,42.35951210110218,-13.997661480789,25.45366588569732,10.553891987562771,0.9285714285714286,1.0,0.5878027813907354,0.4016442864418603,14,1.1763421896710442,14,,0,0.36586547514956,14,,0,,0,,0,True,True,31.509140578550983,6.364624633424313,0.16804837326846722,10,14,0.7142857142857143,0.875,2,True
alt-augmented,lines_aug,surv_emp_computer_systems_design_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.8737652119753,42.35951210110218,-13.997661480789,25.45366588569732,10.553891987562771,0.9285714285714286,1.0,0.5878027813907354,0.4016442864418603,14,1.1763421896710442,14,,0,0.36586547514956,14,,0,,0,,0,True,True,31.509140578550983,6.364624633424313,0.16804837326846722,11,14,0.7857142857142857,0.875,2,True
driver-lines,lines_v2,b_elastic_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.8737652119753,42.35951210110218,-13.997661480789,25.45366588569732,10.553891987562771,0.9285714285714286,1.0,0.5878027813907354,0.4016442864418603,14,1.1763421896710442,14,,0,0.36586547514956,14,,0,,0,,0,True,True,31.509140578550983,6.364624633424313,0.16804837326846722,10,14,0.7142857142857143,0.875,2,True
driver-lines,lines_v2,c_mix_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.8737652119753,42.35951210110218,-13.997661480789,25.45366588569732,10.553891987562771,0.9285714285714286,1.0,0.5878027813907354,0.4016442864418603,14,1.1763421896710442,14,,0,0.36586547514956,14,,0,,0,,0,True,True,31.509140578550983,6.364624633424313,0.16804837326846722,12,14,0.8571428571428571,0.875,2,True
driver-lines,lines_v2,d_steps_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.8737652119753,42.35951210110218,-13.997661480789,25.45366588569732,10.553891987562771,0.9285714285714286,1.0,0.5878027813907354,0.4016442864418603,14,1.1763421896710442,14,,0,0.36586547514956,14,,0,,0,,0,True,True,31.509140578550983,6.364624633424313,0.16804837326846722,14,14,1.0,0.875,2,True
cycle-flex,flex_lines,l0_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,37.87376521197532,42.35951210110219,-13.997661480789017,25.45366588569732,10.553891987562771,0.9285714285714286,1.0,0.5878027813907355,0.4016442864418605,14,1.1763421896710446,14,,0,0.3658654751495601,14,,0,,0,,0,True,True,31.50914057855098,6.364624633424338,0.16804837326846778,12,14,0.8571428571428571,0.875,2,True
margin-ts,per_night_seasonal,g_k4_ew,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,38.03078120119959,44.31939258971871,-11.66246115921576,26.84073042952975,11.202105922461614,0.9285714285714286,1.0,0.5744789072195565,0.4033094120135849,14,1.1812190359931276,14,,0,0.3673822699330229,14,,0,,0,,0,True,True,40.41090644519296,-2.380125243993369,-0.06258417967807335,7,14,0.5,0.75,2,True
margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,38.611222030791104,43.09326624453521,-13.053420176925464,26.15731647162126,10.62519796899677,0.8571428571428572,0.9285714285714286,0.6071194499481108,0.4094648798293196,14,1.1992472682703943,14,,0,0.3729894034917312,14,,0,,0,,0,True,True,37.7704802815747,0.8407417492164058,0.02177454390192425,7,14,0.5,0.875,2,True
margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,40.15580118744885,47.45947003689126,-16.132373216538806,29.34724342284954,12.195064196787198,0.9285714285714286,1.0,0.586523624136043,0.4258448565693299,14,1.2472212052976144,14,,0,0.3879102381088821,14,,0,,0,,0,True,True,37.42107652493727,2.7347246625115815,0.06810285392503514,7,14,0.5,0.875,2,True
cycle-flex,flex_lines,l0_eq,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,40.18748975307618,44.07213343707714,-17.97319210722122,26.363756009770977,10.751718067880253,0.9285714285714286,1.0,0.60952526065043,0.4261809079563131,14,1.2482054379575829,14,,0,0.3882163537552977,14,,0,,0,,0,True,True,35.03215063909752,5.1553391139786555,0.12828218795586843,12,14,0.8571428571428571,0.875,2,True
alt-augmented,lines_aug,none_eq,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,40.1874897530762,44.07213343707717,-17.97319210722123,26.363756009770995,10.751718067880256,0.9285714285714286,1.0,0.60952526065043,0.4261809079563132,14,1.248205437957583,14,,0,0.3882163537552979,14,,0,,0,,0,True,True,35.03215063909752,5.155339113978677,0.1282821879558689,10,14,0.7142857142857143,0.875,2,True
driver-lines,lines_v2,b_elastic_eq,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,40.1874897530762,44.07213343707717,-17.97319210722123,26.363756009770995,10.751718067880256,0.9285714285714286,1.0,0.60952526065043,0.4261809079563132,14,1.248205437957583,14,,0,0.3882163537552979,14,,0,,0,,0,True,True,35.03215063909752,5.155339113978677,0.1282821879558689,10,14,0.7142857142857143,0.875,2,True
margin-ts,pct_rev_seasonal,drift_k4_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,40.65516124072346,48.00569756301726,-14.994297561477172,29.324820159253463,12.246126806502645,0.9285714285714286,1.0,0.5807318217411143,0.4311404777243039,14,1.262731104966042,14,,0,0.3927341208715145,14,,0,,0,,0,True,True,40.360435212253726,0.29472602846973217,0.0072494123618063785,7,14,0.5,1.0,2,True
margin-ts,pct_rev_seasonal,drift_k4_ew,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,41.89843903858872,49.68963728652444,-17.130514799849923,30.635486679992194,12.816768975089673,0.9285714285714286,1.0,0.5842604011186687,0.4443252091915282,14,1.3013467566955343,14,,0,0.4047443453557451,14,,0,,0,,0,True,True,40.20333316416274,1.6951058744259768,0.040457494678137626,7,14,0.5,0.875,2,True
margin-ts,pct_rev_seasonal,drift_k8_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,42.27542521977586,47.543856455031495,-26.996958266550887,31.303554695659308,13.456796872097788,1.0,1.0,0.613202602722054,0.4483230780301268,14,1.3130557786892916,14,,0,0.4083860806712833,14,,0,,0,,0,True,True,35.82180171506769,6.453623504708169,0.15265661956462717,7,14,0.5,1.0,2,True
margin-ts,pct_rev_seasonal,nodrift,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,47.0876046128675,52.74628594557949,-31.71903456088373,30.28791392574595,11.979406446354274,0.7857142857142858,1.0,0.6843543479158244,0.4993553518943949,14,1.4625199160064184,14,,0,0.4548723566014543,14,,0,,0,,0,True,True,45.83559703112807,1.2520075817394343,0.026588899393648526,2,14,0.1428571428571428,0.625,2,True
cycle-flex,flex_lines,dl_rw,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,52.55907854281564,60.00037102565315,-26.60183208517792,35.52976037363484,14.66390566488099,0.9285714285714286,1.0,0.6184847719634701,0.5573793225791054,14,1.6324614464420593,14,,0,0.507727503111048,14,,0,,0,,0,True,True,29.4325502038667,23.12652833894894,0.4400101558117999,22,14,1.5714285714285714,1.0,2,True
margin-ts,per_night_seasonal,nogrowth,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,57.47388503362886,67.19810691601373,-46.578205267230025,39.3057721974846,15.90067115447716,0.5714285714285715,0.8571428571428572,0.7262274808746668,0.6094999378639658,14,1.7851131354635836,14,,0,0.5552051700914874,14,,0,,0,,0,True,True,57.47388503362886,0.0,0.0,2,14,0.1428571428571428,0.375,2,True
baselines-margin,seasonal_naive,seasonal_naive|sm_cash_musd|h0|PIT,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,94.29678571428572,105.6336641826026,-94.29678571428572,68.28018926732474,28.73129780778708,0.3571428571428571,0.6428571428571429,0.860269300428656,1.0,14,2.9288159433118803,14,,0,0.910919157821807,14,,0,,0,,0,False,False,,,,1,14,0.0714285714285714,0.25,1,False
baselines-margin,pct_rev_last4,pct_rev_last4|sm_cash_musd|h0|PIT,sm_cash_musd,W1,0,equal,14,2023Q1,2026Q2,103.51828140245568,127.25174491744896,-8.192920686937146,70.03008789428037,28.1029100941316,0.7857142857142857,0.9285714285714286,0.5875149458955188,1.0977922589653328,14,3.2152314705020317,14,,0,1.0,14,,0,,0,,0,False,False,,,,3,14,0.2142857142857142,0.875,1,False
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sm_cash_musd|h0|PIT,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,29.305547216641347,38.85395627888851,-11.742507662223034,22.94805233076972,9.674241390191296,0.955710753005864,0.9740559597781268,0.5787281386671543,0.2468680153718359,14,1.0,14,,0,0.2769203433799793,14,,0,,0,,0,True,True,,,,1,14,0.0714285714285714,0.875,1,True
margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,31.70001779140572,38.76628369098412,-14.104663906686268,26.247463501605104,11.38352079115926,0.948111919556254,1.0,0.5752231932775107,0.2670388790751647,14,1.0817070760379677,14,,0,0.2995466949329874,14,,0,,0,,0,True,True,28.00515642680089,3.6948613646048294,0.11655707542241675,7,14,0.5,0.875,2,True
alt-augmented,lines_aug,best1_eq,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,32.78230990389659,38.31044621004993,8.75088493142855,25.03795825619116,10.882412745809676,0.9740559597781268,1.0,0.4691164002749877,0.276156037130193,14,1.1186383813806056,14,,0,0.3097737246899415,14,,0,,0,,0,True,True,25.91731173104864,6.864998172847951,0.20941166723678492,15,14,1.0714285714285714,0.875,2,True
driver-lines,lines_v2,a_unit_eq,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,32.96983321899117,41.030786776904336,-7.505070108349031,25.931279368557465,11.046248319984578,0.9740559597781268,1.0,0.5445674969824998,0.277735721286613,14,1.1250372830529858,14,,0,0.3115457107383117,14,,0,,0,,0,True,True,30.64450375145405,2.32532946753712,0.0705290030462663,7,14,0.5,1.0,2,True
alt-augmented,lines_aug,ridge_all_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,33.20231803264264,38.63145053201719,-19.101832404745764,23.983243752899355,10.157250469375374,0.9740559597781268,1.0,0.6154067870346314,0.279694158169772,14,1.1329704163923096,14,,0,0.3137425567467164,14,,0,,0,,0,True,True,25.02434615291636,8.177971879726275,0.24630725697182218,37,14,2.642857142857143,0.875,2,True
alt-augmented,lines_aug,best1_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,33.299355569853,38.85700178235095,5.61480095068974,25.00309132660027,10.821767989472963,0.9740559597781268,1.0,0.4852470392367472,0.2805115960442673,14,1.136281650831749,14,,0,0.3146595049246977,14,,0,,0,,0,True,True,23.781798746330956,9.517556823522042,0.28581804844711767,15,14,1.0714285714285714,1.0,2,True
margin-ts,pct_rev_seasonal,drift_k4_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,33.923253924503314,40.591502723779215,-13.114977500656796,26.5964561894374,11.471615263869673,0.948111919556254,1.0,0.5724410997869778,0.2857672750277608,14,1.1575710794180214,14,,0,0.3205549807991717,14,,0,,0,,0,True,True,32.75963141326355,1.1636225112397653,0.034301618406931834,7,14,0.5,1.0,2,True
margin-ts,pct_rev_seasonal,drift_k4_ew,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,34.23898450018572,41.743842429829215,-15.198141244549827,27.533862249406347,11.910497385437935,0.948111919556254,1.0,0.5765774100178598,0.2884269687722496,14,1.1683448272463204,14,,0,0.3235384507472736,14,,0,,0,,0,True,True,32.64340923781088,1.5955752623748438,0.04660112692203792,7,14,0.5,0.875,2,True
margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,35.16679039222067,40.41495260413535,-15.173717443000836,25.224113310174744,10.47784969435354,0.929766712783991,0.9816547932277369,0.601737863900899,0.2962427449979499,14,1.2000045633766898,14,,0,0.332305675747815,14,,0,,0,,0,True,True,29.788874918397525,5.377915473823144,0.1529259683309855,7,14,0.5,0.875,2,True
driver-lines,lines_v2,a_unit_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,35.34740040086962,41.66766019234532,-15.957594459857068,26.537033253189342,11.256761201237628,0.9740559597781268,1.0,0.5869353499673539,0.2977641919124827,14,1.206167560686168,14,,0,0.3340123350790057,14,,0,,0,,0,True,True,28.92760146129691,6.419798939572708,0.18162011539085537,7,14,0.5,0.875,2,True
margin-ts,per_night_seasonal,g_k4_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,35.62557310426892,42.59506292798199,-15.405871010402072,25.923401292787734,10.848551117904163,0.948111919556254,1.0,0.6013250425311522,0.300107500594322,14,1.2156597125079005,14,,0,0.3366409050208946,14,,0,,0,,0,True,True,29.10655433769639,6.5190187665725325,0.18298705672727478,7,14,0.5,0.75,2,True
margin-ts,per_night_seasonal,g_k4_ew,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,35.637108042610855,43.6826239013318,-17.38302407732118,26.711752643841606,11.22547177764733,0.948111919556254,1.0,0.6054073346206933,0.300204670161396,14,1.2160533218903378,14,,0,0.3367499034662368,14,,0,,0,,0,True,True,28.66084571618086,6.976262326429996,0.19575837405461083,7,14,0.5,0.75,2,True
alt-augmented,lines_aug,none_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,36.38560295643603,40.79949288997594,-22.886300558838855,25.122204019205927,10.5025554546081,0.9740559597781268,1.0,0.634702473869672,0.3065099424201241,14,1.241594387828876,14,,0,0.3438227442162275,14,,0,,0,,0,True,True,27.387815925809203,8.997787030626828,0.2472897602219139,10,14,0.7142857142857143,0.875,2,True
alt-augmented,lines_aug,surv_emp_computer_systems_design_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,36.38560295643603,40.79949288997594,-22.886300558838855,25.122204019205927,10.5025554546081,0.9740559597781268,1.0,0.634702473869672,0.3065099424201241,14,1.241594387828876,14,,0,0.3438227442162275,14,,0,,0,,0,True,True,27.387815925809203,8.997787030626828,0.2472897602219139,11,14,0.7857142857142857,0.875,2,True
driver-lines,lines_v2,b_elastic_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,36.38560295643603,40.79949288997594,-22.886300558838855,25.122204019205927,10.5025554546081,0.9740559597781268,1.0,0.634702473869672,0.3065099424201241,14,1.241594387828876,14,,0,0.3438227442162275,14,,0,,0,,0,True,True,27.387815925809203,8.997787030626828,0.2472897602219139,10,14,0.7142857142857143,0.875,2,True
driver-lines,lines_v2,c_mix_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,36.38560295643603,40.79949288997594,-22.886300558838855,25.122204019205927,10.5025554546081,0.9740559597781268,1.0,0.634702473869672,0.3065099424201241,14,1.241594387828876,14,,0,0.3438227442162275,14,,0,,0,,0,True,True,27.387815925809203,8.997787030626828,0.2472897602219139,12,14,0.8571428571428571,0.875,2,True
driver-lines,lines_v2,d_steps_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,36.38560295643603,40.79949288997594,-22.886300558838855,25.122204019205927,10.5025554546081,0.9740559597781268,1.0,0.634702473869672,0.3065099424201241,14,1.241594387828876,14,,0,0.3438227442162275,14,,0,,0,,0,True,True,27.387815925809203,8.997787030626828,0.2472897602219139,14,14,1.0,0.875,2,True
cycle-flex,flex_lines,l0_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,36.38560295643608,40.79949288997596,-22.886300558838897,25.122204019205935,10.5025554546081,0.9740559597781268,1.0,0.6347024738696723,0.3065099424201244,14,1.241594387828877,14,,0,0.3438227442162279,14,,0,,0,,0,True,True,27.387815925809186,8.997787030626895,0.24728976022191543,12,14,0.8571428571428571,0.875,2,True
margin-ts,pct_rev_seasonal,drift_k8_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,36.81736866777929,41.01076993919877,-24.499858355139352,28.30740601304975,12.320619695159172,1.0,1.0,0.6118513702821089,0.3101471085674395,14,1.2563276295646957,14,,0,0.3479026785768109,14,,0,,0,,0,True,True,29.40200581235566,7.415362855423631,0.20140936530081746,7,14,0.5,1.0,2,True
alt-augmented,lines_aug,ridge_all_eq,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,37.57055808755548,41.11765324046746,-25.40471329372418,25.2806447788774,10.450384160445996,0.9740559597781268,1.0,0.6502936460027913,0.3164919270376309,14,1.2820288872210786,14,,0,0.3550198796723138,14,,0,,0,,0,True,True,32.229947297899095,5.340610789656388,0.14214882773927603,37,14,2.642857142857143,0.875,2,True
margin-ts,per_night_seasonal,g_k8_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,37.96919388976632,42.777987312111634,-22.792125080754108,25.749814263080225,10.5597837009752,1.0,1.0,0.6423349149773074,0.3198500089946218,14,1.2956316293662402,14,,0,0.3587867556980613,14,,0,,0,,0,True,True,28.72065439430359,9.248539495462733,0.24358008553759297,7,14,0.5,1.0,2,True
margin-ts,sarima_margin,lines_aicc,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,39.522625975738286,44.694736538856446,-22.69045978800293,26.02434417642755,10.63910228277284,0.8272943056000235,0.9740559597781268,0.6411922795729327,0.3329360194090959,14,1.3486397535445134,14,,0,0.3734657836474372,14,,0,,0,,0,True,True,34.94122865788137,4.5813973178569185,0.11591834309464397,15,14,1.0714285714285714,0.875,2,True
cycle-flex,flex_lines,l0_eq,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,41.99675138470993,45.27079736684971,-30.4177481943152,27.27080497578692,11.082576972806388,0.9740559597781268,1.0,0.6745744349960491,0.3537778902323448,14,1.4330649100065875,14,,0,0.3968448269648233,14,,0,,0,,0,True,True,35.85080690421791,6.14594448049202,0.14634333080176337,12,14,0.8571428571428571,0.875,2,True
alt-augmented,lines_aug,none_eq,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,41.99675138470996,45.27079736684976,-30.417748194315216,27.270804975786938,11.082576972806397,0.9740559597781268,1.0,0.6745744349960492,0.3537778902323451,14,1.4330649100065884,14,,0,0.3968448269648235,14,,0,,0,,0,True,True,35.85080690421791,6.145944480492048,0.14634333080176395,10,14,0.7142857142857143,0.875,2,True
driver-lines,lines_v2,b_elastic_eq,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,41.99675138470996,45.27079736684976,-30.417748194315216,27.270804975786938,11.082576972806397,0.9740559597781268,1.0,0.6745744349960492,0.3537778902323451,14,1.4330649100065884,14,,0,0.3968448269648235,14,,0,,0,,0,True,True,35.85080690421791,6.145944480492048,0.14634333080176395,10,14,0.7142857142857143,0.875,2,True
cycle-flex,flex_lines,dl_rw,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,44.90102430876796,53.91329670595373,-25.938203711517684,32.81670763555212,13.915968967548528,0.9563674991604576,1.0,0.6171853067800462,0.3782432956233497,14,1.5321680901174444,14,,0,0.4242885136311697,14,,0,,0,,0,True,True,23.11456726483308,21.786457043934877,0.48521069127771704,22,14,1.5714285714285714,1.0,2,True
margin-ts,pct_rev_seasonal,nodrift,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,56.04578717407826,61.0178502455993,-49.873397422362174,35.694808522267614,13.971670518140636,0.626050836039332,1.0,0.7718994293754604,0.4721260499705046,14,1.9124634240664269,14,,0,0.5296000280941259,14,,0,,0,,0,True,True,53.80870270157723,2.2370844725010244,0.03991530113677658,2,14,0.1428571428571428,0.625,2,True
margin-ts,per_night_seasonal,nogrowth,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,77.421740144718,85.32182085793589,-71.33964225297402,52.90294230407999,21.20720733595283,0.33792707778988,0.7494621849344045,0.8273833098828546,0.6521956814137603,14,2.6418800363077186,14,,0,0.7315903268230455,14,,0,,0,,0,True,True,77.421740144718,0.0,0.0,2,14,0.1428571428571428,0.375,2,True
baselines-margin,pct_rev_last4,pct_rev_last4|sm_cash_musd|h0|PIT,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,105.82663179941756,123.77372603166909,-29.25360507236213,70.00991009326175,27.965964460474208,0.919020339461338,0.9740559597781268,0.618480853694508,0.8914766331670089,14,3.611146757202446,14,,0,1.0,14,,0,,0,,0,True,True,,,,3,14,0.2142857142857142,0.875,1,False
baselines-margin,seasonal_naive,seasonal_naive|sm_cash_musd|h0|PIT,sm_cash_musd,W1,0,recency,14,2023Q1,2026Q2,118.70937258721402,127.9077059826451,-118.70937258721402,90.37514833009402,39.16155902884448,0.2105006189187611,0.3642558310020776,0.9113419427288008,1.0,14,4.050747515808342,14,,0,1.1217343930232442,14,,0,,0,,0,False,False,,,,1,14,0.0714285714285714,0.25,1,False
alt-augmented,lines_aug,best1_eq,sm_cash_musd,W2,0,equal,10,2024Q1,2026Q2,29.505646518120656,34.49822410173956,-2.851989845655255,23.66883380933636,10.396423904796489,1.0,1.0,0.5274716724791868,0.2709425759239729,10,0.9642368143176684,10,,0,0.2750130334556218,10,,0,,0,,0,True,True,23.86038550493081,5.645261013189845,0.1913281584839313,15,10,1.5,0.75,2,True
driver-lines,lines_v2,a_unit_eq,sm_cash_musd,W2,0,equal,10,2024Q1,2026Q2,30.200985620396743,36.34385045607385,-3.330806176551273,23.67393937637732,10.215760037216882,1.0,1.0,0.5236406196514902,0.277327691647353,10,0.9869603143920505,10,,0,0.2814940748278152,10,,0,,0,,0,True,True,28.557072739690653,1.6439128807060897,0.054432424867480005,7,10,0.7,1.0,2,True
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|sm_cash_musd|h0|PIT,sm_cash_musd,W2,0,equal,10,2024Q1,2026Q2,30.6,38.73241536491109,-15.0,22.60244734457426,9.418601670580877,1.0,1.0,0.6009503431494122,0.2809917355371901,10,1.0,10,,0,0.2852131648284262,10,,0,,0,,0,True,True,,,,1,10,0.1,1.0,1,True
alt-augmented,lines_aug,best1_rw,sm_cash_musd,W2,0,equal,10,2024Q1,2026Q2,31.57991004640221,36.871153509272105,-5.607489396679582,24.015251903984417,10.429673065373056,1.0,1.0,0.5436004145575961,0.2899899912433628,10,1.0320232041307913,10,,0,0.2943466042265159,10,,0,,0,,0,True,True,21.856137424836724,9.723772621565487,0.3079100797715313,15,10,1.5,1.0,2,True
driver-lines,lines_v2,a_unit_rw,sm_cash_musd,W2,0,equal,10,2024Q1,2026Q2,31.582760347172304,36.795377271250594,-14.655694146018858,24.230759489437865,10.465795431794152,1.0,1.0,0.5824239084050303,0.2900161648041534,10,1.032116351214781,10,,0,0.2943731710011352,10,,0,,0,,0,True,True,27.760395522524703,3.8223648246476003,0.12102693946413799,7,10,0.7,0.75,2,True
margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,sm_cash_musd,W2,0,equal,10,2024Q1,2026Q2,32.47084501059642,41.16841108994949,-22.02800338645276,26.945364520276257,11.648275698711553,0.9,1.0,0.6136815736475003,0.2981712122185162,10,1.0611387258364844,10,,0,0.3026507343178274,10,,0,,0,,0,True,True,27.268040546922947,5.202804463673473,0.1602300297998284,7,10,0.7,1.0,2,True
