Supplied By,Trading Name,Legal Name,Website,Phone,Email,Full Address,Address Line1,Address Line2,City,State,PostCode,Country,Trade Register Name,Registration Number,Managing Director,Supplier URL,Supplier ID,Source
Bodegas NOC,Bodegas NOC,Bodegas NOC S.L.,,,,"10 Calle Orgaz, 45460 Manzaneque, Castilla-La Mancha, Spain",10 Calle Orgaz,,Manzaneque,Castilla-La Mancha,45460,Spain,,`B45447430,Carlos Galdón Cabrera,https://www.getyourguide.com/bodegas-noc-s735355/,,GYG
Atlanterra Surf School,Atlanterra Surf School,APAIBA SURF SL,,,,"129 Paseo de la Castellana, 28046 Madrid, Comunidad de Madrid, Spain",129 Paseo de la Castellana,,Madrid,Comunidad de Madrid,28046,Spain,,`B22593297,Javier Ibáñez,https://www.getyourguide.com/atlanterra-surf-school-s641374/,,GYG
One surf academy,One surf academy,Malpica Surf S.L,,,,"33 Rúa Campo, 15113 Malpica, A Coruña, Spain",33 Rúa Campo,,Malpica,A Coruña,15113,Spain,,`B42860122,José Antonio Varela Amado,https://www.getyourguide.com/one-surf-academy-s768126/,,GYG
TRAVEL CRACK S.L,TRAVEL CRACK S.L,Alejandro Climent,,`+34685021312,mapfre.touristcheck@gmail.com,"Carrer Camí Colomer 11 4 3  08172, Barcelona O8172 San Cugat, Península y Baleares, Spain",Carrer Camí Colomer 11 4 3  08172,,O8172 San Cugat,Península y Baleares,Barcelona,Spain,,`B66448051,,https://www.getyourguide.com/travel-crack-sl--s305188/,,GYG
Staff show bubble tea,Staff show bubble tea,Staff show bubble tea,,,,"230 Carrer de la Independència, 08026 Barcelona, Catalunya, Spain",230 Carrer de la Independència,,Barcelona,Catalunya,08026,Spain,,`B13820410,Marbiget Staffetta,https://www.getyourguide.com/staff-show-bubble-tea-s714523/,,GYG
Herencia Altés,Herencia Altés,"DE HAAN ALTES, S.L.",,`+34670584138,events@herenciaaltes.com,"Finca Lo Grau de l'Inquisidor Ctra. N-420, Km. 798, 43780 Gandesa, Taragona, Spain","Finca Lo Grau de l'Inquisidor Ctra. N-420, Km. 798",,Gandesa,Taragona,43780,Spain,,`B63978779,Rafael De Haan De Haan,https://www.getyourguide.com/herencia-altes-s642674/,,GYG
Party Hard Travel,Party Hard Travel,TBG Travel Group LTD,,,,"Wework, 10 york rd, SE1 7ND London, London, United Kingdom","Wework, 10 york rd",,London,London,SE1 7ND,United Kingdom,,`13907523,Nathan Cable,https://www.getyourguide.com/party-hard-travel-s57333/,,GYG
Valencia Bikes,Valencia Bikes,PRIVATE VALENCIA BIKE TOURS S.L,,`+34650621436,booking@valenciaguias.com,"Paseo de la Pechina, 32, 46008 Valencia, Spain","Paseo de la Pechina, 32",,Valencia,,46008,Spain,,`B40546269,Jose Ferri,https://www.getyourguide.com/valencia-bikes-s557/,,GYG
Motorworld Inn,Motorworld Inn,RAUSCHENBERGER CATERING & RESTAURANTS MALLORCA GMBH & CO.KG SUCURSAL ESPAñA,,,,"Camí Vell de Llucmajor 112, 07007 Palma de Mallorca, Illes Balears, Spain",Camí Vell de Llucmajor 112,,Palma de Mallorca,Illes Balears,07007,Spain,,`ESW0365180I,Daniel Anselment,https://www.getyourguide.com/motorworld-inn-s735336/,,GYG
Karting_Finestrat,Karting_Finestrat,Carreras Pura Pasión,,,,"Partida la Foia, 03509 Finestrat, Comunidad Valenciana, Spain",Partida la Foia,,Finestrat,Comunidad Valenciana,03509,Spain,,`B42532515,Fernando Maya,https://www.getyourguide.com/karting_finestrat-s455554/,,GYG
Summit by Olympus Palace,Summit by Olympus Palace,FLUDET S.A.,,,,"6 Carrer de Navarra, 43840 Salou, Catalunya, Spain",6 Carrer de Navarra,,Salou,Catalunya,43840,Spain,,`A58184896,Joel Segura Hernández,https://www.getyourguide.com/summit-by-olympus-palace-s603819/,,GYG
GAÏA LUXEMBOURG S.A. (2410),GAÏA LUXEMBOURG S.A. (2410),GAÏA LUXEMBOURG S.A.,,,,"Cale Pau Claris 97, 4e 1a, 08009 Barcelona, Canada","Cale Pau Claris 97, 4e 1a",,Barcelona,,08009,Canada,,`ESW0182915I,Kala Bloom,https://www.getyourguide.com/gaia-luxembourg-sa-2410-s468766/,,GYG
NewDimension,NewDimension,Six NewB Brothers,,,,"14 Calle de Núñez de Arce Local NewDimension, 28012 Madrid, Comunidad de Madrid, Spain",14 Calle de Núñez de Arce Local NewDimension,,Madrid,Comunidad de Madrid,28012,Spain,,`B09849233,Ivan Chen,https://www.getyourguide.com/newdimension-s612362/,,GYG
Malaga City Adventures,Malaga City Adventures,City Adventures,,`+34618250617,info@malagacityadventure.com,"Calle Castañer Gallardo 8, 29018 Málaga, Spain",Calle Castañer Gallardo 8,,Málaga,,29018,Spain,,`Y4351585E,Matthias Kriebel,https://www.getyourguide.com/malaga-city-adventures-s21185/,,GYG
Color y Alma,Color y Alma,Miriam Perez,,,,"Privada santa monica casa, 1077 Gomez palacio, Durango, Mexico",Privada santa monica casa,,Gomez palacio,Durango,1077,Mexico,,,,https://www.getyourguide.com/color-y-alma-s446936/,,GYG
SEGWAY MALAGA TOURS,SEGWAY MALAGA TOURS,José Reig Espuch,,,,"7, Trinidad Grund Street, 29001 Malaga, Andalucía, Spain","7, Trinidad Grund Street",,Malaga,Andalucía,29001,Spain,,,,https://www.getyourguide.com/segway-malaga-tours-s7484/,,GYG
Madrid Segway.,Madrid Segway.,BOSVALER EXPERIENCE SL,,`+34660229712,info@madrid-segway.com,"Calle Escalinata, 10 Opera Square., 28013 MADRID, MADRID, Spain","Calle Escalinata, 10 Opera Square.",,MADRID,MADRID,28013,Spain,,`B88554118,Eric Beerman,https://www.getyourguide.com/madrid-segway-s8126/,,GYG
Mundaka barra surf,Mundaka barra surf,Mundaka barra surf Escuela de surf,,,,"4 Santa Kataliña Plaza Bajo, 48360 Mundaka, Euskadi, Spain",4 Santa Kataliña Plaza Bajo,,Mundaka,Euskadi,48360,Spain,,,,https://www.getyourguide.com/mundaka-barra-surf-s701334/,,GYG
Txapela Tour,Txapela Tour,Txapela Tour SL,,,,"1 Arraskuelarre Kalea 3c, 20180 Elizalde, Euskadi, Spain",1 Arraskuelarre Kalea 3c,,Elizalde,Euskadi,20180,Spain,,`B21800651,Beñat Irazu,https://www.getyourguide.com/txapela-tour-s767850/,,GYG
Museo Banksy S.L.,Museo Banksy S.L.,"Espacio Trafalgar, SLU",,,,"Carrer de Trafalgar, 34, PB, 08010 Barcelona, Spain","Carrer de Trafalgar, 34, PB",,Barcelona,,08010,Spain,,`B67526434,Hazis Vardar,https://www.getyourguide.com/museo-banksy-sl-s234308/,,GYG
Caterina Grudtsina Dance Center,Caterina Grudtsina Dance Center,Ekaterina Grudtsina,,,,"Plaza Uncibay,3 Local 3, 29008 Málaga, Málaga, Spain","Plaza Uncibay,3 Local 3",,Málaga,Málaga,29008,Spain,,`79453465B,,https://www.getyourguide.com/caterina-grudtsina-dance-center-s267838/,,GYG
Balcón de Los Pedroches eventos - Casa rural Obejuelo,Balcón de Los Pedroches eventos - Casa rural Obejuelo,Rojas Huertas SL,,,,"Camino del Molino de la Rivera O del Batan de las Cañadas, 14440 Córdoba, Andalucía, Spain",Camino del Molino de la Rivera O del Batan de las Cañadas,,Córdoba,Andalucía,14440,Spain,,`B56101611,RR AR,https://www.getyourguide.com/balcon-de-los-pedroches-eventos---casa-rural-obejuelo-s592927/,,GYG
Compostela Tapas Tour,Compostela Tapas Tour,Alexandre ROLLIN,,,,"4B Rúa de Atenas 4b, 15707 Santiago de Compostela, Spain",4B Rúa de Atenas 4b,,Santiago de Compostela,,15707,Spain,,,,https://www.getyourguide.com/compostela-tapas-tour-s266719/,,GYG
Visita Guiada Antequera,Visita Guiada Antequera,David Gonzalez Escobar,,,,"San Agustin 20, 29200 Antequera, Spain",San Agustin 20,,Antequera,,29200,Spain,,,,https://www.getyourguide.com/visita-guiada-antequera-s562051/,,GYG
Yacht Life,Yacht Life,Engine media group S.L.,,,,"46001, Valencia, Calle Maestro Clave 1-1, 46001 Valencia, Spain","46001, Valencia, Calle Maestro Clave 1-1",,Valencia,,46001,Spain,,`B05435433,Tatiana Rusakova,https://www.getyourguide.com/yacht-life-s552400/,,GYG
Tablao Flamenco La Manuela,Tablao Flamenco La Manuela,MICHUMICHU SL,,`+34644625148,experiencialamanuela@hotmail.com,"7 Calle de Estébanez Calderón, 28020 Madrid, Comunidad de Madrid, Spain",7 Calle de Estébanez Calderón,,Madrid,Comunidad de Madrid,28020,Spain,,`B88481411,Maite Arriola,https://www.getyourguide.com/tablao-flamenco-la-manuela-s643229/,,GYG
Sup Fit Yoga,Sup Fit Yoga,Maria Elena Cubero Ollero,,,,"Calle García de Toledo 33, 35118 Playa de Arinaga, Las Palmas, Spain",Calle García de Toledo 33,,Playa de Arinaga,Las Palmas,35118,Spain,,`45627322Z,Mireie Cubero,https://www.getyourguide.com/sup-fit-yoga-s269435/,,GYG
DENIA EXPERIENCE,DENIA EXPERIENCE,SEGWAY TRIP DENIA,,`+34633423204,info@segwaydenia.com,"AVINGUDA CONSOLAT DEL MAR N7, 03700 DENIA, ALICANTE, Spain",AVINGUDA CONSOLAT DEL MAR N7,,DENIA,ALICANTE,03700,Spain,,`E54852066,ROBERTO SANCHEZ MONTERO,https://www.getyourguide.com/denia-experience-s426912/,,GYG
SOLAZ LINES,SOLAZ LINES,"SUMIMASEN, SL",,,,"Urbanización Aldea Real, Cartagena, España A-42, 30380 La Manga, Región de Murcia, Spain","Urbanización Aldea Real, Cartagena, España A-42",,La Manga,Región de Murcia,30380,Spain,,`B85298420,Salvador Olmos,https://www.getyourguide.com/solaz-lines-s508239/,,GYG
Tours Costa Brava,Tours Costa Brava,Costa Brava City Tours slu,,,,"Avinguda de la Bocana 59, 17480 Roses, Spain",Avinguda de la Bocana 59,,Roses,,17480,Spain,,`B55348924,Miquel Fabrega Moyano,https://www.getyourguide.com/tours-costa-brava-s231097/,,GYG
Kayak La Herradura SL,Kayak La Herradura SL,Kayak La Herradura SL,,,,"S/N Paseo Andrés Segovia Centro de Buceo Open Water La Herradura, 18697 La Herradura, Andalucía, Spain",S\u002FN Paseo Andrés Segovia Centro de Buceo Open Water La Herradura,,La Herradura,Andalucía,18697,Spain,,`B56984461,Marcos González Hagger,https://www.getyourguide.com/kayak-la-herradura-sl-s754873/,,GYG
Menorca en Kayak,Menorca en Kayak,Menorca Outdoor S.L,,,,"Carrer Tramuntana 9, 07701 Es Grau, Illes Balears, Spain",Carrer Tramuntana 9,,Es Grau,Illes Balears,07701,Spain,,`B24966285,Eloy Alegre Gimer,https://www.getyourguide.com/menorca-en-kayak-s750246/,,GYG
Laietana Cultural,Laietana Cultural,Laietana Cultural SL,,,,"64 Via Laietana, 08003 Barcelona, Catalunya, Spain",64 Via Laietana,,Barcelona,Catalunya,08003,Spain,,`B13821350,Nikita Katinka Galvan Levin,https://www.getyourguide.com/laietana-cultural-s515858/,,GYG
Mosaiqueando,Mosaiqueando,Maria Victoria Martinez,,,,"Calle Arfe, 41001 Sevilla, Andalucía, Spain",Calle Arfe,,Sevilla,Andalucía,41001,Spain,,,,https://www.getyourguide.com/mosaiqueando-s227039/,,GYG
Blackstone Treks & Tours,Blackstone Treks & Tours,Jose Luis Rubio,,`+34645895225,jose@blackstonetreks.com,"Sancho de Herrera, 2, 35530 Teguise - Lanzarote- Canary Islands, Las Palmas, Spain","Sancho de Herrera, 2",,Teguise - Lanzarote- Canary Islands,Las Palmas,35530,Spain,,`46563121n,,https://www.getyourguide.com/blackstone-treks--tours-s6572/,,GYG
Domingo Perdomo Betancor,Domingo Perdomo Betancor,Domingo Betancort,,,,"Caleta de Sebo casa, 35540 La Graciosa, Spain",Caleta de Sebo casa,,La Graciosa,,35540,Spain,,,,https://www.getyourguide.com/domingo-perdomo-betancor-s475019/,,GYG
Geotrekking Lanzarote,Geotrekking Lanzarote,Alejandro Leal,,`+34637466528,Irismulders@hotmail.com,"Plaza Clavijo y Fajardo 1, 35530 La Villa de Teguise, Lanzarote, Spain",Plaza Clavijo y Fajardo 1,,La Villa de Teguise,Lanzarote,35530,Spain,,`78553817P,,https://www.getyourguide.com/geotrekking-lanzarote-s232779/,,GYG
Bodegas Góngora,Bodegas Góngora,Bodegas Gñongora S.L.,,,,"Calle Beato José Limón, nº 1, Villanueva del Ariscal. Sevilla, 41808 Villanueva del Ariscal, Sevilla, Spain","Calle Beato José Limón, nº 1, Villanueva del Ariscal. Sevilla",,Villanueva del Ariscal,Sevilla,41808,Spain,,`B02925642,Ruth Mazón de las Torres,https://www.getyourguide.com/bodegas-gongora-s639940/,,GYG
Madrid Groove,Madrid Groove,Ilan Michel Kazez Safdie,,,,"13 Plaza de Carballo, 28029 Madrid, Comunidad de Madrid, Spain",13 Plaza de Carballo,,Madrid,Comunidad de Madrid,28029,Spain,,,,https://www.getyourguide.com/madrid-groove-s690964/,,GYG
Cueva del Puerto,Cueva del Puerto,Técnicas Mineras Santa Marta S.L-Qalat Naturaleza y Aventura S.L,,,,"Paraje Cueva del Puerto, 30420 Calasparra, Murcia, Spain",Paraje Cueva del Puerto,,Calasparra,Murcia,30420,Spain,,`U09848243,Juan Del Olmo,https://www.getyourguide.com/cueva-del-puerto-s255804/,,GYG
Vinalium Sevilla,Vinalium Sevilla,Ewa Hudzik,,,,"Calle Pagés del Corro 145, 41010 Sevilla, Spain",Calle Pagés del Corro 145,,Sevilla,,41010,Spain,,`Y3020322E,Eva Hudzik,https://www.getyourguide.com/vinalium-sevilla-s383491/,,GYG
FOOD & MOMENTS GROUP SL,FOOD & MOMENTS GROUP SL,FOOD AND MOMENTS GROUP SL,,,,"Paseo Marítimo s/n, 07014 Palma, Islas Baleares, Spain",Paseo Marítimo s\u002Fn,,Palma,Islas Baleares,07014,Spain,,`B99163669,Lulzim Puci,https://www.getyourguide.com/food--moments-group-sl-s307667/,,GYG
White Umbrella Tours Seville,White Umbrella Tours Seville,Eva María Martínez García-Cervigón,,`+34654871750,reservas@colorsofseville.com,"24 Calle Adriano 1Derecha, 41001 Sevilla, Andalucía, Spain",24 Calle Adriano 1Derecha,,Sevilla,Andalucía,41001,Spain,,`70587100P,,https://www.getyourguide.com/white-umbrella-tours-seville-s386140/,,GYG
Trip To Riga,Trip To Riga,Trip To Riga,,,,"3 Skolas iela 59, 2121 Salaspils, Latvia",3 Skolas iela 59,,Salaspils,,2121,Latvia,,`50203478891,Jelena Gubanova,https://www.getyourguide.com/trip-to-riga-s711957/,,GYG
Mansion Mallorca,Mansion Mallorca,SPRING BREAK WORKERS SL,,,,"C/ Martin Ros Garcia 18, Local 6, 07181 Calvià, Spain, 07181, Magaluf, Calvia, Spain","C\u002F Martin Ros Garcia 18, Local 6, 07181 Calvià, Spain",,Magaluf,Calvia,"07181,",Spain,,`B16637795,Sebastian Ribeiro,https://www.getyourguide.com/mansion-mallorca-s762042/,,GYG
GASTROWALK,GASTROWALK,MEAL PASS MALLORCA SL,,`+34675145743,hello@gastrowalk.com,"Avenida Albufera, 23, 07458 Muro, Spain","Avenida Albufera, 23",,Muro,,07458,Spain,,`B72973936,Jordi Avila,https://www.getyourguide.com/gastrowalk-s362637/,,GYG
"Clear Kayak , San José, Almeria","Clear Kayak , San José, Almeria",Maria Francisca de Juan Molinos,,,,"Camino del Bobar, n.2 Bl. 1 6ºG, 04007 Almeria, Almería, Spain","Camino del Bobar, n.2 Bl. 1 6ºG",,Almeria,Almería,04007,Spain,,`ES27537608F,Tiberiu Leonard Mirea,https://www.getyourguide.com/clear-kayak--san-jose-almeria-s422853/,,GYG
Can Morgan S.l.,Can Morgan S.l.,Bodega can Morgan S.L.,,,,"20 Camí Can Peixet, 07199 Palma, Illes Balears, Spain",20 Camí Can Peixet,,Palma,Illes Balears,07199,Spain,,`B67965889,Neus Vidal,https://www.getyourguide.com/can-morgan-sl-s604391/,,GYG
Nataliia,Nataliia,Nataliia Peresadenko,,,,"7 Carrer Puig Romaní, 17249 Castell d'Aro, Catalunya, Spain",7 Carrer Puig Romaní,,Castell d'Aro,Catalunya,17249,Spain,,,,https://www.getyourguide.com/nataliia-s729023/,,GYG
Siesta Advisor SL,Siesta Advisor SL,Siesta Advisor SL,,`+34639908367,info@siestaadvisor.com,"Avd Paris 35, Local 7., 03730 Javea, Alicante, Spain","Avd Paris 35, Local 7.",,Javea,Alicante,03730,Spain,,`B42503078,Tamas Koos,https://www.getyourguide.com/siesta-advisor-sl-s272304/,,GYG
Breathe by B,Breathe by B,Sicario 2025 SL,,`+34613914001,breathebyb@gmail.com,"Calle Jose Fortes Diaz 49, 38685 Guia de Isora, Santa Cruz de Tenerife, Spain",Calle Jose Fortes Diaz 49,,Guia de Isora,Santa Cruz de Tenerife,38685,Spain,,`B25911371,Ryan Aaron Roger Sladen,https://www.getyourguide.com/breathe-by-b-s719306/,,GYG
Bicis la Graciosa AARON,Bicis la Graciosa AARON,Aaron Guadalupe hernandez,,,,"26 Calle Calima, 35540 Caleta del Sebo, Canarias, Spain",26 Calle Calima,,Caleta del Sebo,Canarias,35540,Spain,,,,https://www.getyourguide.com/bicis-la-graciosa-aaron-s496988/,,GYG
EL MAR SAFARI BIKE,EL MAR SAFARI BIKE,VIRGINIA NICOLE NIELSEN VANHOFF,,,,"111 Calle las Sirenas CASA, 35540 Caleta del Sebo, Canarias, Spain",111 Calle las Sirenas CASA,,Caleta del Sebo,Canarias,35540,Spain,,,,https://www.getyourguide.com/el-mar-safari-bike-s594630/,,GYG
Surf The City,Surf The City,Surf the city,,,,"calle almirante lobo, 2 local Sevilla Tourist Office, 41001 sevilla, España, Spain","calle almirante lobo, 2 local Sevilla Tourist Office",,sevilla,España,41001,Spain,,`B90420944,Ezequiel Tozzo,https://www.getyourguide.com/surf-the-city-s103254/,,GYG
ICÓNICA Wine&Art,ICÓNICA Wine&Art,FRIDA’S studio S.L,,,,"Carrer de Verdi 42, 08012 Barcelona, Barcelona, Spain",Carrer de Verdi 42,,Barcelona,Barcelona,08012,Spain,,`B13706718,Idmary Hernandez,https://www.getyourguide.com/iconica-wineart-s378141/,,GYG
Andalucia Travel Experience,Andalucia Travel Experience,Granada Enjoy,,`+34640858682,info@granadacityexperience.com,"Calle Colegio Catalino 2, 18001 Granada, Andalucía, Spain",Calle Colegio Catalino 2,,Granada,Andalucía,18001,Spain,,`B19567536,Ismael Jiménez,https://www.getyourguide.com/andalucia-travel-experience-s33398/,,GYG
ROLLING ALMERÍA,ROLLING ALMERÍA,Rolling Almería,,,,"CALLE ROSALIA DE CASTRO Nº 84 6º A, 28035 MADRID, Spain",CALLE ROSALIA DE CASTRO Nº 84 6º A,,MADRID,,28035,Spain,,`ESB82254186,JORGE SANCHEZ,https://www.getyourguide.com/rolling-almeria-s229994/,,GYG
GO TOUR TOSSA,GO TOUR TOSSA,Triangulum Esport i Lleure SL,,`+34600007570,gotourtossa@gmail.com,"5 Carrer Sant Sebastià, 17320 Tossa de Mar, Catalunya, Spain",5 Carrer Sant Sebastià,,Tossa de Mar,Catalunya,17320,Spain,,`B55172936,Victor Bescos,https://www.getyourguide.com/go-tour-tossa-s615834/,,GYG
La Gozadera Academia de baile,La Gozadera Academia de baile,Silvia Figus,,,,"Calle Manuel Barreto Yanes 13, 38400 Santa Cruz de Tenerife, Puerto de la cruz, Spain",Calle Manuel Barreto Yanes 13,,Santa Cruz de Tenerife,Puerto de la cruz,38400,Spain,,`Y5658578V,Silvia Figus,https://www.getyourguide.com/la-gozadera-academia-de-baile-s375889/,,GYG
IbizaCrystalSup,IbizaCrystalSup,Alejandro Marin,,,,"camino de la iglesia, nº20 3º5, 07840 santa eularia del rio, españa, Spain","camino de la iglesia, nº20 3º5",,santa eularia del rio,españa,07840,Spain,,`056300618N,,https://www.getyourguide.com/ibizacrystalsup-s254639/,,GYG
Chárter Golah / Turismo Marinero Golah,Chárter Golah \u002F Turismo Marinero Golah,JUAN JOSE PEREZ CAMACHO,,,,"C. 25 DE NOVIEMBRE  SN 3  F  PBJ, 11140 CONIL DE LA FRONTERA, CÁDIZ, Spain",C. 25 DE NOVIEMBRE  SN 3  F  PBJ,,CONIL DE LA FRONTERA,CÁDIZ,11140,Spain,,,,https://www.getyourguide.com/charter-golah--turismo-marinero-golah-s750453/,,GYG
LA Casa delle Follie,LA Casa delle Follie,fabrizio roncalli,,,,"Avenida de Ramón y Cajal 9, 03003 Alicante (Alacant), Comunidad Valenciana, Spain",Avenida de Ramón y Cajal 9,,Alicante (Alacant),Comunidad Valenciana,03003,Spain,,,,https://www.getyourguide.com/la-casa-delle-follie-s593454/,,GYG
GeoCats,GeoCats,Disovery City S.L.,,,,"Marroc 62 1-2, 08020 Barcelona, Barcelona, Spain",Marroc 62 1-2,,Barcelona,Barcelona,08020,Spain,,`B67543769,Antonina Orlova,https://www.getyourguide.com/geocats-s269925/,,GYG
ELECMOVE,ELECMOVE,ELECMOVE S.L.,,`+34954215925,reservations@elecmove.com,"Castelar 9, 41001 Seville, Seville, Spain",Castelar 9,,Seville,Seville,41001,Spain,,`B91924944,Sofia Delclaux,https://www.getyourguide.com/elecmove-s6364/,,GYG
LocalRunGuide,LocalRunGuide,Ulrik Ljungberg,,,,"Calle de las peñuelas 20, 6C, 28005 Madrid, MADRID, Spain","Calle de las peñuelas 20, 6C",,Madrid,MADRID,28005,Spain,,,,https://www.getyourguide.com/localrunguide-s125492/,,GYG
MADLIFE MADRID,MADLIFE MADRID,Oriol Ricardo Hernandez,,,,"av. francisco largo caballero, 28905 getafe, madrid, Spain",av. francisco largo caballero,,getafe,madrid,28905,Spain,,`01867499Z,,https://www.getyourguide.com/madlife-madrid-s272411/,,GYG
KAYAKING SHINGI ADVENTURES,KAYAKING SHINGI ADVENTURES,"SHINGI ADVENTURES, S.C",,`+34685527328,info@shingiadventures.com,"EDIFC TERRAZAS DEL FARO, NUM 35 PUERTA 7, 38632 URBANIZACIÓN EL PALM MAR, ARONA, S.C. TENERIFE, Spain","EDIFC TERRAZAS DEL FARO, NUM 35 PUERTA 7",,"URBANIZACIÓN EL PALM MAR, ARONA",S.C. TENERIFE,38632,Spain,,`J16451577,Shingirayi Kumonyera,https://www.getyourguide.com/kayaking-shingi-adventures-s734067/,,GYG
Akasha om Yoga,Akasha om Yoga,Andrea Serrano,,,,"Avenida Oviedo 10, 03540 Alicante, Alicante, Spain",Avenida Oviedo 10,,Alicante,Alicante,03540,Spain,,,,https://www.getyourguide.com/akasha-om-yoga-s387636/,,GYG
Hard Rock Cafe Barcelona,Hard Rock Cafe Barcelona,,,,,"Plaça Catalunya, 21, 08002 BARCELONA, Spain","Plaça Catalunya, 21",,BARCELONA,,08002,Spain,,,,https://www.getyourguide.com/hard-rock-cafe-barcelona-s1467/,,GYG
TouringBee Tickets,TouringBee Tickets,TOURINGBEE LIMITED,,`+353899559202,info@touringbee.com,"Westmoreland Park, D06 DP62 Ranelagh, County Dublin, Ireland",Westmoreland Park,,Ranelagh,County Dublin,D06 DP62,Ireland,,`660321,Eugene Tassart,https://www.getyourguide.com/touringbee-tickets-s721292/,,GYG
Masaventuras,Masaventuras,TOMAS LOPEZ,,,,"camino los lagos 94, 03679 Monforte del cid, Alicante, Spain",camino los lagos 94,,Monforte del cid,Alicante,03679,Spain,,,,https://www.getyourguide.com/masaventuras-s613246/,,GYG
Bodegas Viñátigo,Bodegas Viñátigo,Bodegas Viñátigo C.B.,,`+34922828768,info@vinatigo.com,"Travesía Juandana, s/n., 38440 La Guancha, Santa Cruz de Tenerife, Spain","Travesía Juandana, s\u002Fn.",,La Guancha,Santa Cruz de Tenerife,38440,Spain,,`E38389359,Juan Jesús Méndez Siverio,https://www.getyourguide.com/bodegas-vinatigo-s393480/,,GYG
MALLORCA SEA PARADISE,MALLORCA SEA PARADISE,"CREUERS ILLA BALEAR, S.L.",,,,"C/ MESTRAL, 12A BAJOS. CREUERS ILLA BALE, 07680 PORTO CRISTO, ILLES BALEARS, Spain","C\u002F MESTRAL, 12A BAJOS. CREUERS ILLA BALE",,PORTO CRISTO,ILLES BALEARS,07680,Spain,,`B07800071,MARIA BENNASAR,https://www.getyourguide.com/mallorca-sea-paradise-s239072/,,GYG
MUNDO TRAVEL SM,MUNDO TRAVEL SM,MAHMOUD SHARAF,,,,"38 Passeig de Gràcia L'Eixample, 08007 Barcelona, Catalunya, Spain",38 Passeig de Gràcia L'Eixample,,Barcelona,Catalunya,08007,Spain,,,,https://www.getyourguide.com/mundo-travel-sm-s302325/,,GYG
OLHOPS,OLHOPS,OLHOPS CRAFT BREWERY SL,,,,"Calle Sueca 21, 46006 Valencia, Spain, Spain",Calle Sueca 21,,Valencia,Spain,46006,Spain,,`B98664832,Pablo Lluesma,https://www.getyourguide.com/olhops-s392945/,,GYG
La Jaira de Ana,La Jaira de Ana,Anabel Calderín,,`+34623105316,info@lajairadeana.com,"Acequia San Anton, 40, 35260 Agüimes, Las Palmas, Spain","Acequia San Anton, 40",,Agüimes,Las Palmas,35260,Spain,,`42245701Z,,https://www.getyourguide.com/la-jaira-de-ana-s360445/,,GYG
